,Unnamed: 0,chr,start,end,n,p.value
1148,1149,chr6,177664,177666,3,0.0007024339999999999
1149,1150,chr7,184091,184092,2,0.00383542
1150,1151,chr7,184090,184090,1,0.04650279400000001
1151,1152,chr7,193669,193669,1,0.010705052
1152,1153,chr7,193666,193666,1,0.014488653
1153,1154,chr7,193665,193665,1,0.037763901
1154,1155,chr7,193667,193668,2,0.057255968
1155,1156,chr7,199420,199420,1,6.75e-06
1156,1157,chr7,199421,199421,1,3.86e-05
1157,1158,chr7,199422,199422,1,0.0008927439999999999
1158,1159,chr7,204272,204278,7,0.014441748
1159,1160,chr7,207710,207711,2,0.010688523
1160,1161,chr7,207709,207709,1,0.033604275
1161,1162,chr8,208651,208651,1,0.023034356000000002
1162,1163,chr8,208649,208650,2,0.038680354
1163,1164,chr8,209957,209958,2,0.013181126999999999
1164,1165,chr8,209956,209956,1,0.049103194
1165,1166,chr8,212329,212329,1,0.018357784
1166,1167,chr8,212332,212332,1,0.050383072
1167,1168,chr8,212330,212330,1,0.050898122000000004
1168,1169,chr8,212331,212331,1,0.9969975409999999
1169,1170,chr8,212873,212874,2,0.014336515
1170,1171,chr8,212876,212876,1,0.027349317
1171,1172,chr8,212875,212875,1,0.17493375
1172,1173,chr8,218973,218974,2,0.016922696
1173,1174,chr8,218966,218966,1,0.02827433
1174,1175,chr8,218969,218969,1,0.134033301
1175,1176,chr8,218968,218968,1,0.35085104100000003
1176,1177,chr8,218967,218967,1,0.526792836
1177,1178,chr8,218972,218972,1,0.231769535
1178,1179,chr8,218971,218971,1,0.827957169
1179,1180,chr8,218970,218970,1,0.9915522109999999
1180,1181,chr8,219498,219500,3,0.020941972
1181,1182,chr8,219525,219525,1,0.012610132
1182,1183,chr8,219527,219527,1,0.014039105
1183,1184,chr8,219526,219526,1,0.045274737999999995
1184,1185,chr8,225712,225714,3,0.010226084
1185,1186,chr8,226444,226445,2,0.026377364
1186,1187,chr8,226443,226443,1,0.046760700999999995
1187,1188,chr8,227631,227632,2,0.007208954
1188,1189,chr8,227633,227633,1,0.033543527999999996
1189,1190,chr9,228698,228698,1,0.002803222
1190,1191,chr9,228699,228700,2,0.01952702
1191,1192,chrX,453610,453611,2,0.034531272
1192,1193,chrX,453608,453608,1,0.044379508
1193,1194,chrX,453609,453609,1,0.361728166
1194,1195,chrX,454229,454231,3,0.0026356609999999996
1195,1196,chrX,459089,459096,8,0.003976304
1196,1197,chrX,460613,460613,1,0.030824362
1197,1198,chrX,460610,460610,1,0.04098782
1198,1199,chrX,460612,460612,1,0.042755429000000005
1199,1200,chrX,460611,460611,1,0.09329908599999999
1200,1201,chr1,97,98,2,0.01668907
1201,1202,chr1,182,183,2,0.001029671
1202,1203,chr1,471,471,1,0.027077309
1203,1204,chr1,468,468,1,0.041970914000000005
1204,1205,chr1,470,470,1,0.663005451
1205,1206,chr1,469,469,1,0.9311875059999999
1206,1207,chr1,1415,1416,2,0.008317708
1207,1208,chr1,1461,1462,2,0.007176198000000001
1208,1209,chr1,2926,2927,2,0.018486236
1209,1210,chr1,3387,3388,2,0.032357507
1210,1211,chr1,3458,3458,1,0.012377283000000001
1211,1212,chr1,3456,3456,1,0.041188231
1212,1213,chr1,3457,3457,1,0.870610385
1213,1214,chr1,3616,3617,2,0.024083631
1214,1215,chr1,4223,4224,2,0.010646441999999999
1215,1216,chr1,4774,4774,1,0.013125816
1216,1217,chr1,4773,4773,1,0.034557237000000005
1217,1218,chr1,5541,5542,2,0.016155563
1218,1219,chr1,6083,6084,2,0.009243248
1219,1220,chr1,6146,6146,1,0.007315264
1220,1221,chr1,6145,6145,1,0.04076648
1221,1222,chr1,7845,7845,1,0.032980061
1222,1223,chr1,7841,7841,1,0.043655461
1223,1224,chr1,7842,7843,2,0.170854473
1224,1225,chr1,7844,7844,1,0.33631639799999996
1225,1226,chr1,8328,8328,1,0.019454311000000002
1226,1227,chr1,8329,8331,3,0.045976527
1227,1228,chr1,9066,9067,2,0.010935216000000001
1228,1229,chr1,10023,10023,1,0.037305273
1229,1230,chr1,10021,10021,1,0.046010338
1230,1231,chr1,10022,10022,1,0.984370483
1231,1232,chr1,10534,10535,2,0.009922988
1232,1233,chr1,10751,10752,2,0.012462893999999999
1233,1234,chr1,11399,11399,1,0.029918028
1234,1235,chr1,11402,11402,1,0.033108166
1235,1236,chr1,11401,11401,1,0.831141725
1236,1237,chr1,11400,11400,1,0.952388017
1237,1238,chr1,11764,11764,1,0.043248119
1238,1239,chr1,11762,11762,1,0.048719381
1239,1240,chr1,11763,11763,1,0.368266482
1240,1241,chr1,14141,14141,1,0.017184302
1241,1242,chr1,14142,14142,1,0.027693406
1242,1243,chr1,14290,14291,2,0.009834391
1243,1244,chr1,14375,14375,1,0.037130104
1244,1245,chr1,14373,14373,1,0.051111668
1245,1246,chr1,14374,14374,1,0.246210283
1246,1247,chr1,14763,14763,1,0.009507298
1247,1248,chr1,14764,14764,1,0.035858519
1248,1249,chr1,15880,15881,2,0.017556389
1249,1250,chr1,16488,16489,2,0.031238178
1250,1251,chr1,18462,18462,1,0.004296702
1251,1252,chr1,18461,18461,1,0.038939022999999996
1252,1253,chr1,19087,19088,2,0.012228527
1253,1254,chr1,20024,20025,2,0.002789313
1254,1255,chr1,20462,20464,3,0.016056713
1255,1256,chr1,21075,21075,1,0.005037685
1256,1257,chr1,21077,21077,1,0.031571511000000003
1257,1258,chr1,21076,21076,1,0.12521664400000002
1258,1259,chr1,21952,21952,1,0.008002909
1259,1260,chr1,21953,21953,1,0.018985762
1260,1261,chr1,22242,22244,3,0.013105813000000001
1261,1262,chr1,22795,22796,2,0.007042019
1262,1263,chr1,23247,23247,1,0.037472671
1263,1264,chr1,23250,23250,1,0.038104787
1264,1265,chr1,23249,23249,1,0.148404485
1265,1266,chr1,23248,23248,1,0.246103586
1266,1267,chr1,23640,23640,1,0.026059528
1267,1268,chr1,23643,23643,1,0.030539075
1268,1269,chr1,23641,23642,2,0.508114209
1269,1270,chr1,24334,24335,2,0.009354516
1270,1271,chr1,24505,24506,2,0.003270627
1271,1272,chr1,24557,24558,2,0.004705183
1272,1273,chr1,26401,26401,1,0.002666934
1273,1274,chr1,26402,26402,1,0.015176786999999999
1274,1275,chr1,27640,27640,1,1.26e-06
1275,1276,chr1,27641,27641,1,0.007908960999999999
1276,1277,chr1,28755,28756,2,0.010756661
1277,1278,chr1,29072,29073,2,0.039733036
1278,1279,chr1,29081,29084,4,0.029026398
1279,1280,chr1,29156,29157,2,0.00593685
1280,1281,chr1,29159,29159,1,0.006276704
1281,1282,chr1,29158,29158,1,0.043241787000000004
1282,1283,chr1,29193,29193,1,0.000386341
1283,1284,chr1,29192,29192,1,0.040057195
1284,1285,chr1,29201,29201,1,0.017879344
1285,1286,chr1,29200,29200,1,0.043984120999999994
1286,1287,chr1,29223,29224,2,0.010879089
1287,1288,chr1,30706,30708,3,0.00571182
1288,1289,chr1,30785,30786,2,0.011981281000000002
1289,1290,chr1,31525,31526,2,0.010253202
1290,1291,chr1,33061,33061,1,0.043157707999999996
1291,1292,chr1,33058,33058,1,0.048564021
1292,1293,chr1,33060,33060,1,0.323478962
1293,1294,chr1,33059,33059,1,0.591736308
1294,1295,chr1,34329,34330,2,0.002008712
1295,1296,chr1,35249,35250,2,0.029487354
1296,1297,chr1,36146,36146,1,0.026156501000000002
1297,1298,chr1,36148,36148,1,0.029350527
1298,1299,chr1,36147,36147,1,0.901881299
1299,1300,chr1,36632,36634,3,0.026879994
1300,1301,chr1,38366,38367,2,0.00642649
1301,1302,chr1,38383,38384,2,0.035439604
1302,1303,chr1,42183,42184,2,0.020049607
1303,1304,chr1,42242,42243,2,0.009069517
1304,1305,chr1,42710,42710,1,0.003204595
1305,1306,chr1,42711,42711,1,0.022781233999999997
1306,1307,chr1,43283,43284,2,0.012445915
1307,1308,chr1,43293,43295,3,0.017216048
1308,1309,chr1,44375,44375,1,0.018319935
1309,1310,chr1,44377,44377,1,0.036392051
1310,1311,chr1,44376,44376,1,0.143213765
1311,1312,chr1,44614,44614,1,0.033740222
1312,1313,chr1,44616,44616,1,0.050078697
1313,1314,chr1,44615,44615,1,0.496082288
1314,1315,chr1,44792,44793,2,0.03616238
1315,1316,chr10,238178,238178,1,0.021251102
1316,1317,chr10,238177,238177,1,0.051579742000000005
1317,1318,chr10,238188,238189,2,0.0028780790000000004
1318,1319,chr10,238218,238219,2,0.007290039
1319,1320,chr10,238469,238470,2,0.01937795
1320,1321,chr10,238726,238726,1,0.015660678
1321,1322,chr10,238724,238724,1,0.040992825
1322,1323,chr10,238725,238725,1,0.7376586140000001
1323,1324,chr10,238875,238875,1,0.02807677
1324,1325,chr10,238876,238876,1,0.048437481
1325,1326,chr10,238898,238898,1,0.008030239
1326,1327,chr10,238899,238902,4,0.041563851
1327,1328,chr10,238981,238983,3,0.01189599
1328,1329,chr10,239075,239076,2,0.000940055
1329,1330,chr10,239806,239806,1,0.035798289
1330,1331,chr10,239801,239801,1,0.035980984
1331,1332,chr10,239802,239802,1,0.13548838300000002
1332,1333,chr10,239804,239804,1,0.298675574
1333,1334,chr10,239803,239803,1,0.43398443700000006
1334,1335,chr10,239805,239805,1,0.905735486
1335,1336,chr10,240636,240636,1,0.005490925
1336,1337,chr10,240635,240635,1,0.031680305
1337,1338,chr10,242610,242611,2,0.002629555
1338,1339,chr10,244003,244003,1,2.27e-05
1339,1340,chr10,243998,243998,1,0.00527858
1340,1341,chr10,244000,244001,2,0.140604006
1341,1342,chr10,243999,243999,1,0.52837795
1342,1343,chr10,244002,244002,1,0.568595022
1343,1344,chr10,244123,244123,1,0.002533543
1344,1345,chr10,244124,244124,1,0.028590595
1345,1346,chr10,244226,244227,2,0.001463961
1346,1347,chr10,245333,245333,1,0.017759613
1347,1348,chr10,245332,245332,1,0.043846944000000006
1348,1349,chr10,247696,247696,1,0.006130776
1349,1350,chr10,247697,247697,1,0.0232261
1350,1351,chr10,249833,249834,2,0.01914842
1351,1352,chr10,251363,251363,1,0.008010212
1352,1353,chr10,251364,251364,1,0.046411685999999994
1353,1354,chr10,252297,252299,3,0.034717975
1354,1355,chr10,253840,253840,1,0.004987222
1355,1356,chr10,253842,253842,1,0.047287049000000005
1356,1357,chr10,253841,253841,1,0.40339511200000006
1357,1358,chr10,254664,254664,1,0.002454257
1358,1359,chr10,254663,254663,1,0.048075941
1359,1360,chr10,254784,254785,2,0.010291841
1360,1361,chr10,255224,255224,1,0.030755047999999997
1361,1362,chr10,255221,255221,1,0.033418622
1362,1363,chr10,255223,255223,1,0.482761716
1363,1364,chr10,255222,255222,1,0.899211488
1364,1365,chr10,256060,256061,2,0.011956128
1365,1366,chr10,256388,256390,3,0.010271593
1366,1367,chr10,256641,256642,2,0.020505793
1367,1368,chr10,256981,256982,2,0.009428055
1368,1369,chr10,257244,257244,1,0.019471452
1369,1370,chr10,257247,257248,2,0.03051485
1370,1371,chr10,257246,257246,1,0.51354239
1371,1372,chr10,257245,257245,1,0.784548945
1372,1373,chr10,257745,257745,1,0.010675876
1373,1374,chr10,257743,257743,1,0.021628111000000002
1374,1375,chr10,257744,257744,1,0.33671255
1375,1376,chr10,258092,258092,1,0.039434195
1376,1377,chr10,258090,258090,1,0.042688218
1377,1378,chr10,258091,258091,1,0.32901204300000003
1378,1379,chr10,258116,258116,1,0.001534703
1379,1380,chr10,258113,258113,1,0.00552974
1380,1381,chr10,258114,258115,2,0.304209584
1381,1382,chr10,258579,258580,2,0.0023905610000000002
1382,1383,chr10,258601,258601,1,0.020530009
1383,1384,chr10,258603,258603,1,0.047752877
1384,1385,chr10,258602,258602,1,0.290228893
1385,1386,chr10,258646,258646,1,0.001016743
1386,1387,chr10,258647,258648,2,0.02886277
1387,1388,chr10,258887,258889,3,0.012334218999999999
1388,1389,chr10,258922,258924,3,0.0031498529999999998
1389,1390,chr10,259965,259966,2,0.00812338
1390,1391,chr10,260090,260091,2,0.001872055
1391,1392,chr10,260166,260166,1,0.014573283999999999
1392,1393,chr10,260167,260168,2,0.037516511
1393,1394,chr10,260245,260245,1,0.0060487480000000005
1394,1395,chr10,260246,260246,1,0.049858782000000004
1395,1396,chr11,261254,261254,1,0.002846207
1396,1397,chr11,261255,261256,2,0.029365035
1397,1398,chr11,261338,261339,2,0.002078227
1398,1399,chr11,261749,261749,1,0.022973722000000002
1399,1400,chr11,261748,261748,1,0.051220209
1400,1401,chr11,262078,262081,4,0.023706333
1401,1402,chr11,262161,262161,1,0.022123922
1402,1403,chr11,262160,262160,1,0.041811369
1403,1404,chr11,262441,262442,2,0.027134444
1404,1405,chr11,262477,262477,1,0.004570502
1405,1406,chr11,262473,262473,1,0.018797161
1406,1407,chr11,262474,262476,3,0.670602365
1407,1408,chr11,263163,263163,1,0.00181216
1408,1409,chr11,263165,263165,1,0.038652268
1409,1410,chr11,263164,263164,1,0.180856722
1410,1411,chr11,263201,263202,2,0.0037426079999999997
1411,1412,chr11,265093,265094,2,0.012604209
1412,1413,chr11,265098,265099,2,0.002385907
1413,1414,chr11,265104,265104,1,0.011165338
1414,1415,chr11,265102,265102,1,0.031059764
1415,1416,chr11,265103,265103,1,0.210830288
1416,1417,chr11,265810,265810,1,0.016959316999999998
1417,1418,chr11,265809,265809,1,0.04704455
1418,1419,chr11,266196,266197,2,0.002064717
1419,1420,chr11,266420,266421,2,0.0009591189999999999
1420,1421,chr11,267894,267895,2,0.019249733
1421,1422,chr11,268469,268470,2,0.03188072
1422,1423,chr11,268472,268472,1,0.004252036
1423,1424,chr11,268473,268473,1,0.015257056000000001
1424,1425,chr11,268497,268497,1,0.001625395
1425,1426,chr11,268498,268498,1,0.042620787
1426,1427,chr11,270051,270051,1,0.046919493
1427,1428,chr11,270053,270053,1,0.048985614000000004
1428,1429,chr11,270052,270052,1,0.322462125
1429,1430,chr11,270581,270582,2,0.003597917
1430,1431,chr11,270614,270614,1,0.044467534
1431,1432,chr11,270612,270612,1,0.048637933
1432,1433,chr11,270613,270613,1,0.395372922
1433,1434,chr11,270661,270661,1,0.038045429
1434,1435,chr11,270664,270664,1,0.03958683
1435,1436,chr11,270662,270663,2,0.312079108
1436,1437,chr11,271820,271820,1,0.00251733
1437,1438,chr11,271821,271821,1,0.025901478
1438,1439,chr11,271825,271826,2,0.016349701
1439,1440,chr11,271880,271881,2,0.008810704
1440,1441,chr11,272582,272584,3,0.016806772
1441,1442,chr11,272715,272715,1,0.038987461
1442,1443,chr11,272721,272721,1,0.050305347
1443,1444,chr11,272716,272716,1,0.18345993100000002
1444,1445,chr11,272717,272717,1,0.23588019600000001
1445,1446,chr11,272719,272720,2,0.434455858
1446,1447,chr11,272718,272718,1,0.81206549
1447,1448,chr11,273027,273027,1,0.01645228
1448,1449,chr11,273030,273030,1,0.041127661
1449,1450,chr11,273029,273029,1,0.115258532
1450,1451,chr11,273028,273028,1,0.261498847
1451,1452,chr11,278027,278029,3,0.037348407
1452,1453,chr11,278045,278046,2,0.020557371
1453,1454,chr11,278107,278109,3,0.008957196
1454,1455,chr11,278473,278475,3,0.004752073
1455,1456,chr11,278704,278705,2,0.00490382
1456,1457,chr11,278853,278855,3,0.011430353
1457,1458,chr11,279368,279369,2,0.010806521999999999
1458,1459,chr11,280085,280085,1,0.026079467999999998
1459,1460,chr11,280086,280086,1,0.044700736
1460,1461,chr11,280089,280090,2,0.017133863
1461,1462,chr11,280184,280185,2,0.017858878999999998
1462,1463,chr11,281651,281652,2,0.019022578999999998
1463,1464,chr11,281849,281850,2,0.030253184
1464,1465,chr11,282499,282500,2,0.017025593999999998
1465,1466,chr11,284019,284020,2,0.004512699
1466,1467,chr11,284074,284075,2,0.001792235
1467,1468,chr11,284079,284080,2,0.0022818820000000003
1468,1469,chr11,284692,284693,2,0.00031509400000000003
1469,1470,chr11,287078,287078,1,0.00391883
1470,1471,chr11,287080,287080,1,0.004828457
1471,1472,chr11,287079,287079,1,0.06923025
1472,1473,chr11,287148,287149,2,1.22e-06
1473,1474,chr11,287920,287921,2,0.018476138
1474,1475,chr11,288029,288030,2,0.006805606999999999
1475,1476,chr11,288649,288649,1,0.022903139
1476,1477,chr11,288651,288651,1,0.043343349
1477,1478,chr11,288650,288650,1,0.48447352899999996
1478,1479,chr12,289139,289140,2,0.010534847
1479,1480,chr12,289632,289632,1,0.030271025
1480,1481,chr12,289629,289629,1,0.046285017000000005
1481,1482,chr12,289630,289631,2,0.381235108
1482,1483,chr12,289935,289936,2,0.017405343
1483,1484,chr12,291443,291443,1,0.002425194
1484,1485,chr12,291442,291442,1,0.003898423
1485,1486,chr12,294632,294633,2,0.0067522780000000004
1486,1487,chr12,295506,295506,1,0.006305528
1487,1488,chr12,295507,295507,1,0.031645884
1488,1489,chr12,297091,297091,1,0.036210057000000004
1489,1490,chr12,297093,297093,1,0.046813630999999994
1490,1491,chr12,297092,297092,1,0.126407827
1491,1492,chr12,299579,299580,2,0.030830175
1492,1493,chr12,299576,299576,1,0.049181601
1493,1494,chr12,299577,299577,1,0.51636719
1494,1495,chr12,299578,299578,1,0.788636838
1495,1496,chr12,300783,300784,2,0.012891925
1496,1497,chr12,301894,301895,2,0.004128973
1497,1498,chr12,302327,302328,2,0.006303606
1498,1499,chr12,304031,304032,2,5.11e-05
1499,1500,chr12,304689,304690,2,0.015378493
1500,1501,chr12,306070,306071,2,0.010645843
1501,1502,chr12,308574,308575,2,0.009921264
1502,1503,chr12,308825,308825,1,0.0040085979999999995
1503,1504,chr12,308824,308824,1,0.02366321
1504,1505,chr12,309188,309189,2,0.018264418
1505,1506,chr12,309233,309234,2,0.017840184
1506,1507,chr12,309293,309293,1,0.00245968
1507,1508,chr12,309294,309296,3,0.028552763
1508,1509,chr12,309389,309391,3,0.035616835
1509,1510,chr12,309499,309502,4,0.015215945
1510,1511,chr12,309504,309504,1,0.04084256
1511,1512,chr12,309503,309503,1,0.050927457999999995
1512,1513,chr12,309758,309758,1,0.01144071
1513,1514,chr12,309757,309757,1,0.047674225
1514,1515,chr12,309934,309935,2,0.005909009000000001
1515,1516,chr12,309941,309942,2,0.013025435
1516,1517,chr12,310101,310102,2,0.009015697
1517,1518,chr12,310225,310226,2,0.0020111829999999997
1518,1519,chr12,310334,310335,2,0.017890542
1519,1520,chr12,310475,310476,2,0.025675461
1520,1521,chr12,311576,311576,1,0.029297023
1521,1522,chr12,311574,311574,1,0.044720412
1522,1523,chr12,311575,311575,1,0.45222807
1523,1524,chr12,311775,311776,2,0.000382855
1524,1525,chr13,313329,313330,2,0.016402599
1525,1526,chr13,313765,313765,1,0.001008382
1526,1527,chr13,313766,313766,1,0.029369617999999997
1527,1528,chr13,314337,314337,1,0.018491386000000002
1528,1529,chr13,314336,314336,1,0.040198354
1529,1530,chr13,315373,315373,1,0.00181678
1530,1531,chr13,315372,315372,1,0.010480818000000001
1531,1532,chr13,316896,316897,2,0.002356867
1532,1533,chr13,317680,317680,1,0.024145509
1533,1534,chr13,317679,317679,1,0.042088912
1534,1535,chr13,317927,317928,2,0.005819213
1535,1536,chr13,319499,319502,4,0.024358132
1536,1537,chr13,320042,320042,1,0.00490562
1537,1538,chr13,320043,320043,1,0.04536325
1538,1539,chr13,321259,321259,1,0.006232501
1539,1540,chr13,321258,321258,1,0.042626717
1540,1541,chr13,321261,321261,1,0.007259169
1541,1542,chr13,321262,321262,1,0.029034413999999998
1542,1543,chr13,321576,321577,2,0.018052184
1543,1544,chr13,321600,321601,2,0.001299025
1544,1545,chr13,321857,321859,3,0.03672194
1545,1546,chr13,321939,321940,2,0.023807259
1546,1547,chr13,322052,322053,2,0.0059261059999999996
1547,1548,chr13,322527,322527,1,0.028384295
1548,1549,chr13,322529,322529,1,0.043939587
1549,1550,chr13,322528,322528,1,0.106344135
1550,1551,chr13,322911,322912,2,0.036018728
1551,1552,chr13,323803,323804,2,0.005377086
1552,1553,chr13,323866,323869,4,0.001997847
1553,1554,chr14,325100,325100,1,0.042590196
1554,1555,chr14,325102,325102,1,0.044023575
1555,1556,chr14,325101,325101,1,0.856092471
1556,1557,chr14,325130,325131,2,0.012450532
1557,1558,chr14,325442,325442,1,0.00045716
1558,1559,chr14,325441,325441,1,0.022896932000000002
1559,1560,chr14,328278,328278,1,0.004721368
1560,1561,chr14,328276,328276,1,0.020514525
1561,1562,chr14,328277,328277,1,0.191491214
1562,1563,chr14,328516,328516,1,0.027626904
1563,1564,chr14,328515,328515,1,0.04586033900000001
1564,1565,chr14,328810,328810,1,0.047085728
1565,1566,chr14,328812,328812,1,0.051456645
1566,1567,chr14,328811,328811,1,0.153777432
1567,1568,chr14,331750,331751,2,0.015604441
1568,1569,chr14,331859,331860,2,0.003178945
1569,1570,chr14,332266,332267,2,0.018499465
1570,1571,chr14,332486,332487,2,0.020492293999999998
1571,1572,chr14,334072,334073,2,0.019092154
1572,1573,chr14,334362,334364,3,0.019586611
1573,1574,chr14,334737,334739,3,0.018612205
1574,1575,chr14,335306,335308,3,0.00549789
1575,1576,chr14,335387,335389,3,0.006746964
1576,1577,chr14,335417,335417,1,0.032474018
1577,1578,chr14,335413,335413,1,0.04319930599999999
1578,1579,chr14,335415,335415,1,0.067729447
1579,1580,chr14,335414,335414,1,0.166471103
1580,1581,chr14,335416,335416,1,0.6885605459999999
1581,1582,chr14,335491,335492,2,0.012862677
1582,1583,chr14,335555,335555,1,0.010402108
1583,1584,chr14,335554,335554,1,0.045256508
1584,1585,chr14,336329,336330,2,0.007614526999999999
1585,1586,chr14,336864,336865,2,0.018367888
1586,1587,chr14,336932,336932,1,1.3300000000000001e-05
1587,1588,chr14,336931,336931,1,0.044871734
1588,1589,chr14,337412,337412,1,0.035431611
1589,1590,chr14,337410,337410,1,0.049503530999999996
1590,1591,chr14,337411,337411,1,0.24207165600000002
1591,1592,chr14,337832,337832,1,0.045864576
1592,1593,chr14,337830,337830,1,0.050088285999999996
1593,1594,chr14,337831,337831,1,0.8288411809999999
1594,1595,chr14,337855,337856,2,0.002008026
1595,1596,chr14,338190,338190,1,0.026985937
1596,1597,chr14,338192,338192,1,0.042669325
1597,1598,chr14,338191,338191,1,0.18188256100000003
1598,1599,chr14,338247,338248,2,0.016572797
1599,1600,chr14,338325,338326,2,0.013683108999999999
1600,1601,chr15,338372,338372,1,0.047101563
1601,1602,chr15,338375,338375,1,0.05160404
1602,1603,chr15,338373,338374,2,0.145194945
1603,1604,chr15,338426,338427,2,0.004219395999999999
1604,1605,chr15,338906,338907,2,0.022459862999999997
1605,1606,chr15,338974,338975,2,0.017994614
1606,1607,chr15,339084,339084,1,0.003573122
1607,1608,chr15,339085,339085,1,0.027469941
1608,1609,chr15,339187,339187,1,0.018456561
1609,1610,chr15,339183,339183,1,0.032285352
1610,1611,chr15,339185,339186,2,0.369443381
1611,1612,chr15,339184,339184,1,0.5623979960000001
1612,1613,chr15,339454,339454,1,0.00157559
1613,1614,chr15,339455,339455,1,0.004446903
1614,1615,chr15,339732,339733,2,0.016852575
1615,1616,chr15,341416,341421,6,0.010833171
1616,1617,chr15,342885,342889,5,0.024922697999999997
1617,1618,chr15,343229,343230,2,0.031398083
1618,1619,chr15,343485,343486,2,0.016633053999999998
1619,1620,chr15,346587,346587,1,0.017930681
1620,1621,chr15,346588,346588,1,0.031065252
1621,1622,chr15,349141,349142,2,0.012164215
1622,1623,chr15,349232,349233,2,0.01657807
1623,1624,chr15,349358,349358,1,0.012209673999999998
1624,1625,chr15,349360,349360,1,0.033779107
1625,1626,chr15,349359,349359,1,0.18887106399999998
1626,1627,chr15,351938,351939,2,0.029149282999999998
1627,1628,chr15,351966,351967,2,0.020686215
1628,1629,chr16,353850,353851,2,0.017512844
1629,1630,chr16,354050,354051,2,0.011969936
1630,1631,chr16,354421,354421,1,7.85e-05
1631,1632,chr16,354422,354422,1,0.002714389
1632,1633,chr16,355080,355080,1,0.001238621
1633,1634,chr16,355081,355081,1,0.021970847999999998
1634,1635,chr16,356492,356493,2,0.0037566809999999996
1635,1636,chr16,357640,357640,1,0.0055243309999999995
1636,1637,chr16,357644,357644,1,0.03911747
1637,1638,chr16,357643,357643,1,0.355147693
1638,1639,chr16,357641,357641,1,0.495249715
1639,1640,chr16,357642,357642,1,0.607280854
1640,1641,chr16,357722,357723,2,0.009094945
1641,1642,chr16,357725,357725,1,0.014126263
1642,1643,chr16,357727,357727,1,0.042213925
1643,1644,chr16,357726,357726,1,0.189395337
1644,1645,chr16,357732,357733,2,0.01722032
1645,1646,chr16,358312,358312,1,0.006020641
1646,1647,chr16,358315,358315,1,0.045053064000000004
1647,1648,chr16,358314,358314,1,0.154185875
1648,1649,chr16,358313,358313,1,0.7265930190000001
1649,1650,chr16,358472,358472,1,0.018306027
1650,1651,chr16,358469,358470,2,0.04203009
1651,1652,chr16,358471,358471,1,0.9043372679999999
1652,1653,chr16,359762,359763,2,0.015727862
1653,1654,chr16,361456,361457,2,0.0032839370000000002
1654,1655,chr16,361520,361520,1,0.007819818000000001
1655,1656,chr16,361519,361519,1,0.012975064
1656,1657,chr16,362046,362047,2,0.021787902999999997
1657,1658,chr16,362615,362615,1,0.000306499
1658,1659,chr16,362614,362614,1,0.031214929
1659,1660,chr16,364653,364653,1,0.002408968
1660,1661,chr16,364654,364654,1,0.042291765
1661,1662,chr16,365523,365524,2,0.011226638999999998
1662,1663,chr16,365714,365714,1,0.003186011
1663,1664,chr16,365711,365711,1,0.023303432000000002
1664,1665,chr16,365712,365713,2,0.079330802
1665,1666,chr16,365718,365718,1,0.015689271
1666,1667,chr16,365719,365719,1,0.049911124
1667,1668,chr16,366120,366121,2,0.001501658
1668,1669,chr16,367722,367722,1,0.019159053
1669,1670,chr16,367719,367720,2,0.034410569
1670,1671,chr16,367721,367721,1,0.963164702
1671,1672,chr16,369936,369937,2,0.020387061
1672,1673,chr16,370031,370031,1,0.022001622999999998
1673,1674,chr16,370033,370033,1,0.028557542
1674,1675,chr16,370032,370032,1,0.516734137
1675,1676,chr16,370938,370939,2,0.000361844
1676,1677,chr16,371321,371322,2,0.002570666
1677,1678,chr16,371494,371494,1,0.016129622
1678,1679,chr16,371493,371493,1,0.021123312
1679,1680,chr16,371565,371566,2,0.0035916040000000004
1680,1681,chr16,371914,371914,1,0.012436198
1681,1682,chr16,371912,371912,1,0.023292381
1682,1683,chr16,371913,371913,1,0.541758842
1683,1684,chr16,372301,372301,1,0.010430618000000001
1684,1685,chr16,372302,372302,1,0.026634867000000003
1685,1686,chr16,372306,372307,2,0.022302417
1686,1687,chr16,372731,372731,1,0.009353966
1687,1688,chr16,372729,372729,1,0.029657702
1688,1689,chr16,372730,372730,1,0.55465171
1689,1690,chr16,372849,372850,2,0.000875287
1690,1691,chr16,372854,372854,1,0.014896108
1691,1692,chr16,372856,372856,1,0.034499315
1692,1693,chr16,372855,372855,1,0.779837252
1693,1694,chr16,372858,372860,3,0.007270978000000001
1694,1695,chr16,372866,372867,2,0.022566833999999997
1695,1696,chr16,373012,373013,2,0.0067809459999999995
1696,1697,chr16,373639,373640,2,0.002630988
1697,1698,chr16,373788,373789,2,0.0052895780000000005
1698,1699,chr17,374487,374487,1,0.036573801
1699,1700,chr17,374485,374485,1,0.043518495
1700,1701,chr17,374486,374486,1,0.8148265790000001
1701,1702,chr17,374557,374558,2,0.021506193
1702,1703,chr17,374837,374840,4,0.01171544
1703,1704,chr17,374876,374876,1,0.005687602
1704,1705,chr17,374878,374878,1,0.027451651
1705,1706,chr17,374877,374877,1,0.09736125300000001
1706,1707,chr17,377241,377242,2,0.021878768
1707,1708,chr17,377377,377381,5,0.019441331000000003
1708,1709,chr17,378285,378286,2,0.006131362
1709,1710,chr17,378289,378289,1,0.048952181
1710,1711,chr17,378287,378287,1,0.19143285399999999
1711,1712,chr17,378288,378288,1,0.298356093
1712,1713,chr17,378585,378585,1,0.006090878
