"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"390","chr11",88090861,88090861,-0.0419522743601917,0.0419522743601917,37131,281566,281566,1,1,0.270077618968532,1,0.319347101866958,1
"625","chr19",52134393,52134393,-0.0419469121733855,0.0419469121733855,97067,427723,427723,1,4,0.270256889965709,1,0.319503658691468,1
"627","chr19",53361448,53361448,-0.0419026739052311,0.0419026739052311,97225,428190,428190,1,4,0.271668343770455,1,0.320739016598443,1
"15","chr1",152161927,152161927,0.0418982939997247,0.0418982939997247,12087,28979,28979,1,8,0.271814886819918,1,0.320866020574644,1
"639","chr2",9984929,9984929,-0.0418588043986152,0.0418588043986152,99306,47263,47263,1,1,0.27306196817085,1,0.321962406823044,1
"84","chr15",96898045,96898045,0.0418229097763594,0.0418229097763594,67770,351844,351844,1,8,0.274239930050118,1,0.322997000752254,1
"800","chr4",39034284,39034284,-0.0417610499706174,0.0417610499706174,136617,109218,109218,1,2,0.27621826121787,1,0.324735245557303,1
"128","chr2",242851406,242851406,0.0417309181280223,0.0417309181280223,113662,78057,78057,1,3,0.277230140974414,1,0.325616457761408,1
"1013","chr8",669656,669656,-0.0416366334407764,0.0416366334407764,176515,208691,208691,1,9,0.280342959583427,1,0.328336296759445,1
"155","chr4",187125413,187125413,0.0416317409971924,0.0416317409971924,142228,121172,121172,1,1,0.280509285944568,1,0.328482839808908,1
"697","chr2",239999466,239999466,-0.0416258240962811,0.0416258240962811,112980,76260,76260,1,6,0.280715178929063,1,0.328667239812816,1
"566","chr17",34757572,34757572,-0.0415611482580057,0.0415611482580057,80768,383976,383976,1,2,0.282861546126867,1,0.330553004620991,1
"528","chr16",6915990,6915990,-0.0414080988684781,0.0414080988684781,70080,358193,358193,1,1,0.288049414316279,1,0.335122461141668,1
"650","chr2",30726833,30726833,-0.0413620669501246,0.0413620669501246,100811,50586,50586,1,1,0.289645512363349,1,0.33652145878721,1
"147","chr3",126945870,126945870,0.0413372075431011,0.0413372075431011,129459,92988,92988,1,1,0.290530632382106,1,0.337305952578669,1
"193","chr6",160023689,160023689,0.0412098994052031,0.0412098994052031,163141,176547,176547,1,5,0.294994089430338,1,0.341207172793794,1
"44","chr11",64258103,64258103,0.0411912926513119,0.0411912926513119,34494,274700,274700,1,3,0.295654998583417,1,0.341782354262937,1
"554","chr17",8872104,8872104,-0.0411879159486357,0.0411879159486357,78540,378879,378879,1,1,0.295773942691898,1,0.341886399828056,1
"746","chr3",64670013,64670013,-0.041152939617095,0.041152939617095,126876,88096,88096,1,17,0.296983899803632,1,0.342953965943395,1
"277","chr1",146550796,146550796,-0.0411186363162891,0.0411186363162891,11530,27446,27446,1,12,0.298193856915366,1,0.344018601197745,1
"89","chr16",23846893,23846893,0.0410392415275213,0.0410392415275213,71276,360593,360593,1,11,0.300998446643676,1,0.346488828534863,1
"370","chr11",33797523,33797523,-0.0409814632777416,0.0409814632777416,32297,269396,269396,1,1,0.303053468673981,1,0.348298146718901,1
"162","chr5",1594733,1594733,0.0409661142656191,0.0409661142656191,143106,123523,123523,1,12,0.303593479811253,1,0.348771725007083,1
"958","chr7",24988669,24988669,-0.0409502328381128,0.0409502328381128,166947,186702,186702,1,1,0.304181850154847,1,0.349293662501588,1
"745","chr3",63841271,63841271,-0.0408561687356567,0.0408561687356567,126771,87933,87933,1,1,0.307611934465948,1,0.352302191307066,1
"82","chr15",85523201,85523201,0.0408201316513489,0.0408201316513489,66902,349923,349923,1,3,0.308939370255669,1,0.353458904444162,1
"751","chr3",73591147,73591147,-0.0408037387126311,0.0408037387126311,127409,88963,88963,1,1,0.309553141394504,1,0.353997938627771,1
"159","chr5",218452,218452,0.0407792170583433,0.0407792170583433,142599,121958,121958,1,11,0.310445588565734,1,0.354791225002198,1
"865","chr5",180634758,180634758,-0.0407714973171803,0.0407714973171803,152845,144980,144980,1,1,0.310729882081693,1,0.355039615471038,1
"66","chr13",80755568,80755568,0.0407612166759282,0.0407612166759282,53319,318705,318705,1,1,0.311112115202376,1,0.355380572299456,1
"160","chr5",1049315,1049315,0.0407088796462042,0.0407088796462042,142878,122735,122735,1,5,0.313061137760236,1,0.35710001074649,1
"628","chr19",53932017,53932017,-0.0405578651172064,0.0405578651172064,97305,428396,428396,1,1,0.318742367549507,1,0.362111538799715,1
"896","chr6",32313583,32313583,-0.040539406399495,0.040539406399495,156315,159656,159656,1,1,0.319450170478414,1,0.362727508084292,1
"984","chr7",101596404,101596404,-0.0405280226609117,0.0405280226609117,171945,198275,198275,1,5,0.319862933401069,1,0.363088003985971,1
"315","chr10",1135600,1135600,-0.0403960985135475,0.0403960985135475,19576,238602,238602,1,1,0.324905479733096,1,0.367516534940748,1
"836","chr5",53816023,53816023,-0.0403852437800834,0.0403852437800834,145194,128147,128147,1,1,0.325338025967428,1,0.367897546869352,1
"219","chr8",19266685,19266685,0.0403495231438294,0.0403495231438294,178171,212342,212342,1,1,0.32673067341416,1,0.369125333385438,1
"334","chr10",63246532,63246532,-0.0403470690093538,0.0403470690093538,23144,246335,246335,1,1,0.326836917125021,1,0.369218143983431,1
"340","chr10",81106712,81106712,-0.0402994223596744,0.0402994223596744,24564,249151,249151,1,16,0.328725124317354,1,0.370878232495433,1
"180","chr6",30690501,30690501,0.04027786869864,0.04027786869864,155877,154915,154915,1,88,0.329583378110376,1,0.371632440723337,1
"825","chr4",183851557,183851557,-0.0402543160138627,0.0402543160138627,141860,120338,120338,1,1,0.330535175216639,1,0.372470666966266,1
"175","chr6",28664155,28664155,0.0402039742997282,0.0402039742997282,155441,151239,151239,1,3,0.332561621352299,1,0.374261667269121,1
"92","chr16",33483299,33483299,0.0401985318071564,0.0401985318071564,72281,363102,363102,1,5,0.332776795396594,1,0.374451684756592,1
"565","chr17",34641309,34641309,-0.0401823179933236,0.0401823179933236,80765,383973,383973,1,1,0.33344136812591,1,0.375039566623355,1
"818","chr4",122721721,122721721,-0.0401512510412997,0.0401512510412997,139737,115964,115964,1,11,0.33469431119882,1,0.376146943600465,1
"676","chr2",172175273,172175273,-0.0401356011334633,0.0401356011334633,108569,66660,66660,1,1,0.335305639953497,1,0.376685000830411,1
"469","chr14",22370776,22370776,-0.040133876216495,0.040133876216495,55648,324596,324596,1,1,0.335376224855655,1,0.37674337381178,1
"364","chr11",5905350,5905350,-0.0401161237040832,0.0401161237040832,30521,265274,265274,1,1,0.336093308844362,1,0.377376439785461,1
"873","chr6",14755359,14755359,-0.0400457762182735,0.0400457762182735,154260,148054,148054,1,3,0.338967018044334,1,0.3799089479186,1
"793","chr4",6417932,6417932,-0.0398724100129727,0.0398724100129727,135117,106119,106119,1,1,0.346141033030803,1,0.386248888715208,1
"518","chr15",102305559,102305559,-0.0397488201167248,0.0397488201167248,68266,352931,352931,1,2,0.351371398704559,1,0.390893082191112,1
"1083","chrX",118921463,118921463,-0.0397110451340177,0.0397110451340177,193951,461237,461237,1,4,0.35298361648707,1,0.392324807784367,1
"313","chr1",248100228,248100228,-0.0396878160335975,0.0396878160335975,19215,44736,44736,1,13,0.353973270547778,1,0.393203577604314,1
"28","chr10",43522343,43522343,0.0396553146027985,0.0396553146027985,22144,244268,244268,1,3,0.355352240643226,1,0.394424036967927,1
"86","chr16",1583899,1583899,0.0395559901754979,0.0395559901754979,68989,355232,355232,1,8,0.359606141130726,1,0.398206801551402,1
"1062","chr9",126980322,126980322,-0.0394830515111624,0.0394830515111624,188827,233844,233844,1,1,0.362772936429625,1,0.401011147041296,1
"555","chr17",9834056,9834056,-0.03945820539097,0.03945820539097,78631,379086,379086,1,1,0.363873718969509,1,0.401992741234283,1
"1006","chr7",157179789,157179789,-0.0394112597343813,0.0394112597343813,175795,206696,206696,1,6,0.365981496497621,1,0.40385066286306,1
"763","chr3",124491657,124491657,-0.0393912860100208,0.0393912860100208,129168,92385,92385,1,1,0.366849519827275,1,0.404614884866011,1
"230","chrX",54663812,54663812,0.0393852100588772,0.0393852100588772,192723,457651,457651,1,1,0.367112564601061,1,0.404847644076241,1
"287","chr1",161762739,161762739,-0.0393830856045106,0.0393830856045106,13438,32528,32528,1,1,0.367206352152717,1,0.404929708183941,1
"226","chrX",11784864,11784864,0.0393812983443904,0.0393812983443904,191423,454015,454015,1,1,0.367285973876259,1,0.40500078156293,1
"1014","chr8",1428412,1428412,-0.0393729737461912,0.0393729737461912,176802,209418,209418,1,1,0.367653064215164,1,0.405329282232144,1
"1015","chr8",1618448,1618448,-0.0393626822095906,0.0393626822095906,176856,209586,209586,1,5,0.368113453628894,1,0.405740823962719,1
"973","chr7",76143178,76143178,-0.0393587852768889,0.0393587852768889,170390,194228,194228,1,4,0.36830200568587,1,0.405904707939702,1
"891","chr6",31164743,31164743,-0.0393005692246963,0.0393005692246963,155987,155711,155711,1,42,0.370879942164343,1,0.408171240438066,1
"930","chr6",119031922,119031922,-0.0392495738391469,0.0392495738391469,160835,171909,171909,1,2,0.37319825320685,1,0.410227972137282,1
"852","chr5",142435797,142435797,-0.0392469966587506,0.0392469966587506,149876,138470,138470,1,1,0.373313289500679,1,0.41032859836458,1
"120","chr2",33951647,33951647,0.0391988688891531,0.0391988688891531,100998,50934,50934,1,1,0.375464785705214,1,0.412237321583837,1
"475","chr14",50506110,50506110,-0.0391977072109308,0.0391977072109308,56709,327350,327350,1,1,0.375517541203021,1,0.412284948074913,1
"574","chr17",53702388,53702388,-0.0391545891919535,0.0391545891919535,83277,390772,390772,1,1,0.377505397668989,1,0.414056653542922,1
"744","chr3",63075333,63075333,-0.0391210274390938,0.0391210274390938,126739,87883,87883,1,1,0.379094412802001,1,0.415468351586084,1
"550","chr17",3705875,3705875,-0.0391158538830655,0.0391158538830655,77645,376112,376112,1,3,0.37934573413183,1,0.415693783643842,1
"203","chr7",68326108,68326108,0.0391081504280695,0.0391081504280695,169722,192827,192827,1,3,0.379692796920642,1,0.415999325901972,1
"419","chr12",51442996,51442996,-0.0391035741708049,0.0391035741708049,43830,296396,296396,1,1,0.379904795865532,1,0.416192274250432,1
"5","chr1",75591029,75591029,0.039044961168139,0.039044961168139,9020,21620,21620,1,5,0.382646372082572,1,0.418613653904395,1
"994","chr7",120689323,120689323,-0.0389653257956365,0.0389653257956365,172889,200117,200117,1,1,0.386350003419338,1,0.421888891059897,1
"360","chr11",3257489,3257489,-0.0389487922340675,0.0389487922340675,30260,264767,264767,1,1,0.387144266747428,1,0.422594984319894,1
"1052","chr9",35649906,35649906,-0.038926410593176,0.038926410593176,186324,229820,229820,1,1,0.388201574849305,1,0.423534081028537,1
"611","chr19",12758716,12758716,-0.0388801998630786,0.0388801998630786,92272,414478,414478,1,7,0.390379448802743,1,0.425469914711945,1
"208","chr7",100330109,100330109,0.0388596752254525,0.0388596752254525,171738,197689,197689,1,3,0.391355181273752,1,0.426337449564767,1
"383","chr11",66469143,66469143,-0.0388432913233688,0.0388432913233688,35075,276581,276581,1,1,0.392174845397083,1,0.427061616467531,1
"838","chr5",56595244,56595244,-0.0388292198773418,0.0388292198773418,145424,128600,128600,1,2,0.392853828192929,1,0.427664396877656,1
"895","chr6",32185954,32185954,-0.0387791774339775,0.0387791774339775,156269,159523,159523,1,38,0.395276184800555,1,0.429808565929718,1
"468","chr14",21734410,21734410,-0.0387518026043251,0.0387518026043251,55591,324444,324444,1,1,0.396562588536426,1,0.430948915092957,1
"834","chr5",32584912,32584912,-0.0387181612757764,0.0387181612757764,144418,126365,126365,1,11,0.398170165789037,1,0.43238137340146,1
"914","chr6",45891455,45891455,-0.0387041566767934,0.0387041566767934,158147,165973,165973,1,1,0.398852567922703,1,0.432989527056732,1
"220","chr8",58172855,58172855,0.0386473351677229,0.0386473351677229,180553,217549,217549,1,5,0.401630535663693,1,0.435466837307906,1
"7","chr1",120165303,120165303,0.038646007063922,0.038646007063922,11244,26827,26827,1,2,0.401695258843873,1,0.435526187242939,1
"21","chr1",228756711,228756711,0.0385234560646721,0.0385234560646721,17803,41840,41840,1,3,0.407754081223928,1,0.440938266298029,1
"418","chr12",51178930,51178930,-0.0384797603333417,0.0384797603333417,43807,296339,296339,1,1,0.409913881534599,1,0.44286359772956,1
"473","chr14",35008661,35008661,-0.0384430327819145,0.0384430327819145,56298,326251,326251,1,5,0.411747623560215,1,0.444492912201174,1
"83","chr15",89921236,89921236,0.0383809920097966,0.0383809920097966,67200,350510,350510,1,20,0.414857267069823,1,0.447267460604344,1
"1023","chr8",17554892,17554892,-0.0383577228611031,0.0383577228611031,178061,212137,212137,1,3,0.416026680604539,1,0.448306206586622,1
"511","chr15",78651749,78651749,-0.038339492221254,0.038339492221254,66340,348710,348710,1,1,0.416938911087447,1,0.449125870709952,1
"274","chr1",117350694,117350694,-0.0383237399060444,0.0383237399060444,11080,26447,26447,1,1,0.417740013091179,1,0.44984344317549,1
"654","chr2",46720801,46720801,-0.0383121479132529,0.0383121479132529,101842,52578,52578,1,1,0.418334489395168,1,0.450376127160289,1
"23","chr1",242220475,242220475,0.038296050754782,0.038296050754782,18713,43685,43685,1,5,0.419139010736721,1,0.451090524526422,1
"694","chr2",231789465,231789465,-0.0382911577303777,0.0382911577303777,111885,73843,73843,1,1,0.419388866636055,1,0.451311804531111,1
"293","chr1",181002669,181002669,-0.0382819367230489,0.0382819367230489,14574,34953,34953,1,6,0.419860735255327,1,0.451733360036733,1
"727","chr22",41513219,41513219,-0.0382688929122926,0.0382688929122926,121225,450639,450639,1,1,0.420528483084047,1,0.452330522963296,1
"646","chr2",24537140,24537140,-0.0382610802765562,0.0382610802765562,100195,49057,49057,1,1,0.420923416602351,1,0.452683935950918,1
"933","chr6",128199727,128199727,-0.0382594753395463,0.0382594753395463,161139,172524,172524,1,1,0.421009877001534,1,0.452762580720796,1
"447","chr13",27296010,27296010,-0.0382497724086616,0.0382497724086616,50955,313763,313763,1,3,0.42149762111783,1,0.453190242186813,1
"125","chr2",213969340,213969340,0.0382358985539764,0.0382358985539764,110664,71270,71270,1,1,0.4222156820602,1,0.453834054650788,1
"594","chr17",79459563,79459563,-0.0382331915219477,0.0382331915219477,86466,398907,398907,1,3,0.422347326566301,1,0.453952998759269,1
"853","chr5",146333034,146333034,-0.0381946535333841,0.0381946535333841,150058,138817,138817,1,1,0.424374505417208,1,0.455760607274397,1
"317","chr10",3133556,3133556,-0.038156636319897,0.038156636319897,19830,239245,239245,1,1,0.426342334333083,1,0.457513994861224,1
"732","chr3",29197502,29197502,-0.0381138616494392,0.0381138616494392,124022,81555,81555,1,1,0.428574184976407,1,0.459516994108969,1
"472","chr14",31858067,31858067,-0.0380977160931124,0.0380977160931124,56186,326037,326037,1,2,0.429425355855372,1,0.460272667767368,1
"796","chr4",16261642,16261642,-0.0380763547379049,0.0380763547379049,135917,107964,107964,1,1,0.430557889389306,1,0.461286745669653,1
"149","chr3",183735012,183735012,0.0380638918129359,0.0380638918129359,132477,99396,99396,1,12,0.431206586621597,1,0.461869010052853,1
"551","chr17",4631822,4631822,-0.0380594436594084,0.0380594436594084,77817,376528,376528,1,1,0.431446917222716,1,0.462082962905069,1
"342","chr10",90753195,90753195,-0.0380455939879217,0.0380455939879217,25102,250271,250271,1,1,0.432184761476763,1,0.462743627819732,1
"785","chr3",188012918,188012918,-0.0380230822598392,0.0380230822598392,132956,100526,100526,1,1,0.433366142693852,1,0.463803378305767,1
"720","chr21",45153009,45153009,-0.0379765408493155,0.0379765408493155,118467,443997,443997,1,1,0.435831241024238,1,0.466025703650876,1
"960","chr7",28081543,28081543,-0.0379480187785626,0.0379480187785626,167211,187713,187713,1,1,0.437341611387372,1,0.467377074805342,1
"692","chr2",222355484,222355484,-0.0379462348856767,0.0379462348856767,111424,72910,72910,1,1,0.43743588741586,1,0.467462314012446,1
"663","chr2",101628572,101628572,-0.0379191263920601,0.0379191263920601,104924,59491,59491,1,1,0.438907423870886,1,0.468773874305142,1
"257","chr1",51910707,51910707,-0.0379057168981691,0.0379057168981691,7602,18740,18740,1,1,0.439631346535234,1,0.4694220830606,1
"715","chr21",26735730,26735730,-0.0379048927016014,0.0379048927016014,117484,441576,441576,1,1,0.439677751834231,1,0.469463603591282,1
"997","chr7",135660101,135660101,-0.0378928646898046,0.0378928646898046,173955,202344,202344,1,1,0.440333776218994,1,0.470047577643392,1
"919","chr6",74160206,74160206,-0.0378764620287116,0.0378764620287116,159077,167869,167869,1,1,0.441197159018748,1,0.470819371037232,1
"648","chr2",27478146,27478146,-0.0378740712464961,0.0378740712464961,100534,49910,49910,1,2,0.441322697564455,1,0.470933186138981,1
"325","chr10",25238461,25238461,-0.0378678808522584,0.0378678808522584,21245,242448,242448,1,1,0.441662677439209,1,0.471236041774539,1
"76","chr15",52048211,52048211,0.037852733086444,0.037852733086444,63916,343567,343567,1,1,0.44244936937641,1,0.47193725026622,1
"734","chr3",37204814,37204814,-0.037851078290668,0.037851078290668,124396,82285,82285,1,1,0.442539737590246,1,0.47202102404283,1
"549","chr17",1083309,1083309,-0.0378425778822166,0.0378425778822166,77174,374824,374824,1,12,0.443010140779023,1,0.472443312263699,1
"975","chr7",76895988,76895988,-0.0378392295835002,0.0378392295835002,170431,194309,194309,1,1,0.443194296544515,1,0.472609150148008,1
"532","chr16",14375926,14375926,-0.0378291621869648,0.0378291621869648,70580,359183,359183,1,1,0.443735040397034,1,0.47309200949599,1
"1063","chr9",134604212,134604212,-0.0378122695317726,0.0378122695317726,189751,235374,235374,1,1,0.444659727039147,1,0.473928526070009,1
"530","chr16",11076864,11076864,-0.037807070326005,0.037807070326005,70316,358681,358681,1,1,0.444959163336883,1,0.474197432565773,1
"237","chr1",1173264,1173264,-0.037800714563441,0.037800714563441,235,771,771,1,5,0.445305981887279,1,0.474513232837367,1
"672","chr2",128168798,128168798,-0.0377975932413609,0.0377975932413609,106430,62569,62569,1,2,0.445481100831388,1,0.474669789661876,1
"431","chr12",88969462,88969462,-0.0377911866221818,0.0377911866221818,46124,301955,301955,1,1,0.445826453951289,1,0.474979239734659,1
"289","chr1",167510839,167510839,-0.0377289709709915,0.0377289709709915,13808,33279,33279,1,1,0.449263132699616,1,0.478068855694174,1
"378","chr11",64627528,64627528,-0.0377272045352183,0.0377272045352183,34606,274983,274983,1,3,0.449355943297609,1,0.4781528737092,1
"353","chr10",123949949,123949949,-0.0375900328194156,0.0375900328194156,27575,256286,256286,1,1,0.457004513525923,1,0.485037954649811,1
"1074","chrX",41582245,41582245,-0.0375749788788134,0.0375749788788134,192143,455975,455975,1,1,0.457845182153011,1,0.485792651354546,1
"954","chr7",971767,971767,-0.0375639635753952,0.0375639635753952,164765,180715,180715,1,1,0.458492658193222,1,0.486374671499331,1
"401","chr11",123757331,123757331,-0.0375539116433962,0.0375539116433962,39330,286345,286345,1,2,0.459052696880587,1,0.48687267362909,1
"899","chr6",32918967,32918967,-0.037545708254603,0.037545708254603,156450,160437,160437,1,26,0.459523100069364,1,0.487294229134712,1
"67","chr14",60629192,60629192,0.0375278542849515,0.0375278542849515,57446,328863,328863,1,1,0.460511777176409,1,0.488178127961391,1
"392","chr11",95931531,95931531,-0.0374767281242577,0.0374767281242577,37534,282345,282345,1,1,0.46344214968884,1,0.490820543381627,1
"424","chr12",68634040,68634040,-0.0374041237098923,0.0374041237098923,45447,300610,300610,1,1,0.467612032161315,1,0.494550552467296,1
"324","chr10",22920025,22920025,-0.0373989197805682,0.0373989197805682,21129,242220,242220,1,1,0.467912933889546,1,0.494817505055735,1
"152","chr4",122854168,122854168,0.0373900046870798,0.0373900046870798,139746,116012,116012,1,10,0.468418018933362,1,0.495277894469465,1
"1060","chr9",124988720,124988720,-0.037358096894036,0.037358096894036,188690,233620,233620,1,1,0.470221963872254,1,0.496906476225833,1
"988","chr7",107201750,107201750,-0.0373493804415043,0.0373493804415043,172393,199142,199142,1,1,0.470707754081224,1,0.497338289744917,1
"568","chr17",38976709,38976709,-0.0373446878930434,0.0373446878930434,81391,385666,385666,1,2,0.470990826405104,1,0.497592786174152,1
"243","chr1",24152592,24152592,-0.0373422814906882,0.0373422814906882,4538,10940,10940,1,5,0.47113834640823,1,0.497722476772927,1
"170","chr5",154026371,154026371,0.0373415109525492,0.0373415109525492,150673,140110,140110,1,8,0.471187194091384,1,0.497765951210934,1
"957","chr7",23827492,23827492,-0.037339470764098,0.037339470764098,166883,186602,186602,1,1,0.471302230385213,1,0.497868775583974,1
"121","chr2",88390175,88390175,0.0372959008054243,0.0372959008054243,104205,57850,57850,1,3,0.473806162623707,1,0.500126271260954,1
"1","chr1",23883338,23883338,0.0372927213936238,0.0372927213936238,4498,10801,10801,1,1,0.473979327660489,1,0.500283560800711,1
"62","chr13",23412343,23412343,0.0372902678010132,0.0372902678010132,50629,313037,313037,1,6,0.474121230180053,1,0.500411053253744,1
"837","chr5",55385250,55385250,-0.0372896555381727,0.0372896555381727,145339,128453,128453,1,1,0.474158842896081,1,0.500444269678289,1
"234","chr1",912055,912055,-0.0372852111897153,0.0372852111897153,89,240,240,1,3,0.474418468332047,1,0.500678005842183,1
"241","chr1",19637256,19637256,-0.0372765554093101,0.0372765554093101,3910,9525,9525,1,1,0.474926484236853,1,0.501141326116902,1
"421","chr12",62463441,62463441,-0.0372720535143621,0.0372720535143621,45073,299902,299902,1,1,0.475190750202718,1,0.501377504664954,1
"183","chr6",32064258,32064258,0.0372636184215957,0.0372636184215957,156220,158734,158734,1,68,0.475685332994656,1,0.501821041627996,1
"1079","chrX",110366476,110366476,-0.0372620462825676,0.0372620462825676,193764,460727,460727,1,1,0.475777655115818,1,0.501904815404605,1
"307","chr1",235290405,235290405,-0.0372485430831415,0.0372485430831415,18361,42932,42932,1,2,0.476549448509657,1,0.502604802704208,1
"524","chr16",2013573,2013573,-0.0372315008596843,0.0372315008596843,69130,355694,355694,1,24,0.477556687736301,1,0.503514590802958,1
"308","chr1",236046939,236046939,-0.037230663910415,0.037230663910415,18419,43088,43088,1,2,0.477607245088365,1,0.503559042194629,1
"319","chr10",3929103,3929103,-0.0371882274812071,0.0371882274812071,19971,239599,239599,1,1,0.480141951367247,1,0.505841205951602,1
"489","chr14",102551385,102551385,-0.0371743038779634,0.0371743038779634,60676,335963,335963,1,1,0.480963813636319,1,0.506577340536738,1
"1016","chr8",1821603,1821603,-0.0371475670403877,0.0371475670403877,176927,209794,209794,1,4,0.48253963989488,1,0.507985863480495,1
"559","chr17",16344574,16344574,-0.0371463494295277,0.0371463494295277,79066,379995,379995,1,2,0.482613644134859,1,0.508052784806417,1
"477","chr14",59107737,59107737,-0.0371180184708826,0.0371180184708826,57348,328668,328668,1,1,0.484315008939126,1,0.509591242587364,1
"318","chr10",3440313,3440313,-0.0370992168331555,0.0370992168331555,19900,239459,239459,1,2,0.485418478101584,1,0.510586758370051,1
"771","chr3",152856773,152856773,-0.0370903176514921,0.0370903176514921,131132,96707,96707,1,1,0.485935775066189,1,0.511054719174669,1
"931","chr6",122925769,122925769,-0.0369951601601315,0.0369951601601315,160931,172078,172078,1,1,0.491701511347317,1,0.516263103391006,1
"338","chr10",75506596,75506596,-0.0369726884917823,0.0369726884917823,24000,248211,248211,1,1,0.493066559853066,1,0.517492355337586,1
"300","chr1",222340714,222340714,-0.0369649062430185,0.0369649062430185,17118,40225,40225,1,1,0.493541847810158,1,0.517920261042019,1
"723","chr22",31316184,31316184,-0.0369344019207749,0.0369344019207749,120357,448424,448424,1,1,0.495419796989029,1,0.519618694985297,1
"407","chr12",9555480,9555480,-0.0369116725665896,0.0369116725665896,41600,291516,291516,1,2,0.496788753309431,1,0.520860158852666,1
"465","chr13",113870048,113870048,-0.0368713690641419,0.0368713690641419,55056,322959,322959,1,3,0.499258736408132,1,0.523091276780742,1
"858","chr5",170819088,170819088,-0.0368582232069395,0.0368582232069395,151440,141654,141654,1,1,0.50008548344552,1,0.523834494279936,1
"874","chr6",16729610,16729610,-0.0368582183919833,0.0368582183919833,154455,148370,148370,1,1,0.500086216160768,1,0.523835226995184,1
"716","chr21",26933554,26933554,-0.0367996994570132,0.0367996994570132,117487,441579,441579,1,1,0.503693861800135,1,0.527104113951875,1
"366","chr11",9599460,9599460,-0.036799226168916,0.036799226168916,30921,266250,266250,1,1,0.503723658886859,1,0.527131468654442,1
"20","chr1",227971215,227971215,0.0367757327854292,0.0367757327854292,17628,41312,41312,1,1,0.505191776004064,1,0.528460369874657,1
"330","chr10",50342081,50342081,-0.0367639184225495,0.0367639184225495,22678,245374,245374,1,4,0.505933528072763,1,0.529129583133872,1
"739","chr3",46401927,46401927,-0.0367366065707033,0.0367366065707033,125162,84004,84004,1,1,0.507637579499604,1,0.530681474027687,1
"1012","chr7",158797226,158797226,-0.0367214499344911,0.0367214499344911,176348,208307,208307,1,1,0.508581316738147,1,0.531537285436552,1
"498","chr15",41100233,41100233,-0.0367193989798483,0.0367193989798483,63121,341615,341615,1,12,0.508705634091775,1,0.531647925438896,1
"1064","chr9",134609065,134609065,-0.0367010425732293,0.0367010425732293,189753,235376,235376,1,1,0.509860393321545,1,0.532692777381569,1
"130","chr20",3202228,3202228,0.0366876091257316,0.0366876091257316,114060,432274,432274,1,1,0.510732568704266,1,0.533491925477975,1
"199","chr7",2139259,2139259,0.0366763118281823,0.0366763118281823,165276,182548,182548,1,9,0.511462841567424,1,0.534163581121347,1
"773","chr3",168726716,168726716,-0.0366496363616493,0.0366496363616493,131650,97821,97821,1,1,0.513182280014459,1,0.535726951220704,1
"375","chr11",62308492,62308492,-0.0366496121304603,0.0366496121304603,34132,273470,273470,1,3,0.513183745444954,1,0.535727928174367,1
"669","chr2",113953981,113953981,-0.0366217051902714,0.0366217051902714,105741,61113,61113,1,2,0.514914663097529,1,0.537299113903028,1
"150","chr4",7735312,7735312,0.0366100085591388,0.0366100085591388,135344,106669,106669,1,1,0.515651041921082,1,0.537964175109175,1
"1037","chr8",72751354,72751354,-0.0365967998302546,0.0365967998302546,181176,218919,218919,1,1,0.516495618362821,1,0.538734258834104,1
"580","chr17",63652954,63652954,-0.0365703267138931,0.0365703267138931,84194,392927,392927,1,1,0.518197715882336,1,0.540288103635245,1
"417","chr12",50641260,50641260,-0.0365429283947236,0.0365429283947236,43775,296256,296256,1,1,0.519952813138073,1,0.541887621020135,1
"1011","chr7",158059704,158059704,-0.0365343776538305,0.0365343776538305,176146,207791,207791,1,7,0.520496487851581,1,0.542382936527321,1
"543","chr16",75252211,75252211,-0.0364849627547708,0.0364849627547708,74546,368321,368321,1,5,0.523647407653455,1,0.545247364667494,1
"295","chr1",200119987,200119987,-0.0364568487639352,0.0364568487639352,15241,36239,36239,1,1,0.525459900936899,1,0.54689450854346,1
"196","chr6",168435914,168435914,0.0364446916972023,0.0364446916972023,163893,178318,178318,1,6,0.526248791019842,1,0.547619652399887,1
"200","chr7",26187634,26187634,0.036437142291609,0.036437142291609,167008,186865,186865,1,1,0.526722125069608,1,0.548049267773229,1
"41","chr11",2322808,2322808,0.0364365552971057,0.0364365552971057,30007,263788,263788,1,35,0.526757539639895,1,0.548080774528864,1
"151","chr4",14451768,14451768,0.0364287543600145,0.0364287543600145,135803,107734,107734,1,1,0.5272701960746,1,0.548543362088336,1
"264","chr1",76254508,76254508,-0.0364194185295291,0.0364194185295291,9045,21726,21726,1,1,0.527911566154417,1,0.54912831309411,1
"1031","chr8",59698273,59698273,-0.0364187590817441,0.0364187590817441,180609,217676,217676,1,1,0.527955529069256,1,0.549169100909544,1
"618","chr19",40269534,40269534,-0.0363992092743011,0.0363992092743011,94857,421769,421769,1,1,0.529225080354439,1,0.550319219609414,1
"806","chr4",57944634,57944634,-0.0363819063925878,0.0363819063925878,137432,111158,111158,1,1,0.530345157729169,1,0.551340868902588,1
"1041","chr8",110990365,110990365,-0.0363815058882808,0.0363815058882808,182881,222477,222477,1,1,0.53037226819332,1,0.551365536982581,1
