,chr,indexStart,indexEnd,L,p.value
488,chr16,370100,370100,1,0.067259418
342,chr12,310340,310340,1,0.067274781
2560,chr7,199980,199980,1,0.068044638
2662,chr9,231489,231489,1,0.068281667
634,chr19,417470,417470,1,0.068381404
1003,chr5,139666,139666,1,0.068973001
887,chr4,103015,103015,1,0.069227344
290,chr12,289586,289586,1,0.069535092
2655,chr9,230068,230068,1,0.069783582
1392,chr1,37725,37725,1,0.070235205
1190,chr8,208691,208691,1,0.070325676
1548,chr11,283436,283436,1,0.070493937
1680,chr14,325284,325284,1,0.070778274
1899,chr18,402132,402132,1,0.071411571
998,chr5,137256,137256,1,0.071788086
728,chr2,62136,62136,1,0.071902699
1074,chr6,160875,160875,1,0.072106564
1734,chr15,344294,344294,1,0.072494784
1234,chr8,224717,224717,1,0.072976158
43,chr1,10702,10702,1,0.073125398
330,chr12,305213,305213,1,0.073239279
849,chr3,87063,87063,1,0.073523129
1723,chr15,340296,340296,1,0.074566349
2235,chr4,103740,103740,1,0.075381563
2230,chr3,102134,102134,1,0.075543484
2712,chrX,459109,459109,1,0.076430636
1097,chr6,172272,172272,1,0.076749845
1883,chr17,395328,395328,1,0.078110323
2370,chr5,144889,144889,1,0.0787285
1199,chr8,210242,210242,1,0.079125256
95,chr1,28512,28512,1,0.079383744
2406,chr6,152809,152809,1,0.079478117
437,chr15,352952,352952,1,0.079650768
2234,chr4,102653,102653,1,0.079703928
1279,chrX,454878,454878,1,0.079863411
487,chr16,369944,369944,1,0.079977048
2221,chr3,100643,100643,1,0.080568158
312,chr12,294301,294301,1,0.080825427
28,chr1,4565,4565,1,0.080861761
337,chr12,309587,309587,1,0.08111586
1797,chr16,360593,360593,1,0.081304118
440,chr16,353354,353354,1,0.081549438
1926,chr19,411314,411314,1,0.081557729
2359,chr5,139710,139710,1,0.082177126
2160,chr3,79063,79063,1,0.082328561
407,chr14,336932,336932,1,0.082478289
1221,chr8,217643,217643,1,0.082573881
1870,chr17,388037,388037,1,0.082779453
1249,chr8,227468,227468,1,0.083067692
1840,chr17,379398,379398,1,0.084508399
2668,chr9,233017,233017,1,0.08475128
412,chr15,339314,339314,1,0.084964168
283,chr11,287921,287921,1,0.084973434
2327,chr5,131059,131059,1,0.085305811
1558,chr11,287226,287226,1,0.085423107
2696,chrX,454113,454113,1,0.085644285
860,chr3,91362,91362,1,0.085730366
1027,chr6,145887,145887,1,0.087296172
377,chr13,323025,323025,1,0.087391033
1343,chr1,13318,13318,1,0.087856312
310,chr12,294128,294128,1,0.088530089
1257,chr9,228854,228854,1,0.088676159
2181,chr3,86622,86622,1,0.08949308
2473,chr6,169837,169837,1,0.08971377
2485,chr6,173237,173237,1,0.090032248
1586,chr12,291524,291524,1,0.090455583
1829,chr16,373971,373971,1,0.090681639
1642,chr13,314323,314323,1,0.091190568
772,chr20,431700,431700,1,0.091780702
2024,chr2,56571,56571,1,0.092218669
1124,chr7,184675,184675,1,0.092578602
1693,chr14,330612,330612,1,0.092662977
623,chr19,412594,412594,1,0.092989014
496,chr16,372000,372000,1,0.093174345
1004,chr5,140581,140581,1,0.093242137
2184,chr3,88540,88540,1,0.093630114
717,chr2,58153,58153,1,0.093647915
553,chr17,387647,387647,1,0.093838612
154,chr10,246243,246243,1,0.09490256
49,chr1,11656,11656,1,0.095866039
1493,chr10,259974,259974,1,0.096711247
1239,chr8,226048,226048,1,0.09690999
1327,chr1,8601,8601,1,0.097118244
349,chr13,313397,313397,1,0.098918884
831,chr3,79796,79796,1,0.099018622
621,chr19,412161,412161,1,0.099053493
1425,chr10,240104,240104,1,0.099204685
324,chr12,302632,302632,1,0.099246384
2209,chr3,96489,96489,1,0.099269551
1895,chr17,399059,399059,1,0.099519748
1816,chr16,369319,369319,1,0.099549011
964,chr5,124052,124052,1,0.10065539
729,chr2,62299,62299,1,0.100849256
285,chr11,288418,288418,1,0.10099362
956,chr5,122446,122446,1,0.102253629
2015,chr2,53117,53117,1,0.102368729
1022,chr6,145132,145132,1,0.102373119
1828,chr16,373578,373578,1,0.103112981
1839,chr17,378660,378660,1,0.103192234
309,chr12,293927,293927,1,0.103255393
1127,chr7,185195,185195,1,0.104062804
32,chr1,6848,6848,1,0.105342078
1941,chr19,418221,418221,1,0.105804674
461,chr16,362615,362615,1,0.106629399
431,chr15,347153,347153,1,0.107175638
2060,chr2,68669,68669,1,0.107350728
500,chr16,373010,373010,1,0.107389501
494,chr16,371535,371535,1,0.107469486
134,chr10,238709,238709,1,0.107602876
1282,chrX,455522,455522,1,0.108012556
577,chr17,396330,396330,1,0.108183743
2690,chr9,237280,237280,1,0.108595618
1159,chr7,195944,195944,1,0.108921167
1518,chr11,269200,269200,1,0.109054313
1764,chr15,352833,352833,1,0.109367181
1278,chrX,454538,454538,1,0.109899765
1444,chr10,244744,244744,1,0.109979262
644,chr19,422061,422061,1,0.110039983
34,chr1,8428,8428,1,0.110103629
2489,chr6,177234,177234,1,0.110852514
2450,chr6,160707,160707,1,0.111121976
597,chr18,401832,401832,1,0.111307064
1155,chr7,194233,194233,1,0.111624809
1914,chr19,407251,407251,1,0.112718264
1125,chr7,184677,184677,1,0.112833852
2045,chr2,64276,64276,1,0.113290353
316,chr12,296596,296596,1,0.113773433
2068,chr2,72412,72412,1,0.113896825
69,chr1,18462,18462,1,0.113940963
584,chr17,398047,398047,1,0.114639857
2429,chr6,159799,159799,1,0.114971259
1625,chr12,309366,309366,1,0.115467508
2603,chr8,211696,211696,1,0.115533106
435,chr15,348967,348967,1,0.115914254
2238,chr4,104488,104488,1,0.115923764
703,chr2,51846,51846,1,0.116361
1696,chr14,331018,331018,1,0.11699893
1174,chr7,206719,206719,1,0.117305946
880,chr3,100274,100274,1,0.117798537
2334,chr5,132731,132731,1,0.11791949
332,chr12,307126,307126,1,0.117936316
2005,chr2,47922,47922,1,0.118164323
183,chr10,258290,258290,1,0.118426469
991,chr5,135495,135495,1,0.118426957
1291,chrX,459885,459885,1,0.118688859
615,chr19,410628,410628,1,0.118890041
1430,chr10,241361,241361,1,0.120457798
1460,chr10,248160,248160,1,0.122220152
2082,chr2,78036,78036,1,0.123077553
2727,chrX,463865,463865,1,0.123472602
482,chr16,368381,368381,1,0.123537468
233,chr11,269094,269094,1,0.123733285
1030,chr6,148082,148082,1,0.124341708
1150,chr7,192378,192378,1,0.124511676
2112,chr21,441334,441334,1,0.12477748
2097,chr20,434399,434399,1,0.124923307
1371,chr1,28975,28975,1,0.125070597
844,chr3,84233,84233,1,0.12532055
1162,chr7,199142,199142,1,0.12537493
2575,chr7,204407,204407,1,0.125582209
1007,chr5,141048,141048,1,0.125867277
587,chr17,398907,398907,1,0.125872155
1732,chr15,342870,342870,1,0.126084066
884,chr3,102049,102049,1,0.126099917
1485,chr10,258360,258360,1,0.126440829
168,chr10,253483,253483,1,0.127053154
2426,chr6,159271,159271,1,0.127190445
195,chr10,260585,260585,1,0.12760549
589,chr17,400357,400357,1,0.127644263
2129,chr21,444970,444970,1,0.128337305
1547,chr11,283326,283326,1,0.128395343
304,chr12,291855,291855,1,0.128633591
586,chr17,398721,398721,1,0.130254021
1447,chr10,245572,245572,1,0.13075344
66,chr1,16484,16484,1,0.131019244
1118,chr7,182333,182333,1,0.13125481
1633,chr12,311145,311145,1,0.131783004
2043,chr2,63622,63622,1,0.132378747
2064,chr2,70180,70180,1,0.13337344
1525,chr11,273420,273420,1,0.133389534
1346,chr1,15216,15216,1,0.133834817
2280,chr4,119314,119314,1,0.134313021
6,chr1,992,992,1,0.134374717
97,chr1,29033,29033,1,0.135240165
381,chr13,323485,323485,1,0.136029286
1353,chr1,21476,21476,1,0.136871324
2428,chr6,159784,159784,1,0.137713119
272,chr11,283659,283659,1,0.137924299
2271,chr4,113530,113530,1,0.137994774
876,chr3,99396,99396,1,0.138630509
191,chr10,259635,259635,1,0.13893972
901,chr4,106693,106693,1,0.138940939
60,chr1,15729,15729,1,0.139135293
723,chr2,61313,61313,1,0.140164857
2291,chr4,121815,121815,1,0.140354578
2317,chr5,128600,128600,1,0.140669397
862,chr3,92514,92514,1,0.141266603
989,chr5,134183,134183,1,0.141667992
969,chr5,124387,124387,1,0.141672381
821,chr22,452394,452394,1,0.141928675
2566,chr7,202846,202846,1,0.142816314
1303,chr1,570,570,1,0.143524231
1604,chr12,298279,298279,1,0.143698833
1366,chr1,27705,27705,1,0.144509657
1687,chr14,329132,329132,1,0.144517948
2558,chr7,199827,199827,1,0.144576474
1210,chr8,212818,212818,1,0.144644998
2313,chr5,126174,126174,1,0.144774242
542,chr17,384495,384495,1,0.145021025
1825,chr16,371918,371918,1,0.145301949
347,chr13,312820,312820,1,0.145371448
396,chr14,331961,331961,1,0.145824778
224,chr11,265267,265267,1,0.146095703
1313,chr1,4169,4169,1,0.146126673
851,chr3,88250,88250,1,0.146341755
1788,chr16,359626,359626,1,0.146587563
458,chr16,359142,359142,1,0.146814594
909,chr4,109180,109180,1,0.147317427
2403,chr6,152699,152699,1,0.147793436
1401,chr1,42453,42453,1,0.14823189
206,chr11,262105,262105,1,0.148448679
119,chr1,39043,39043,1,0.148535249
2149,chr22,452655,452655,1,0.149028815
436,chr15,351844,351844,1,0.149217317
2273,chr4,115839,115839,1,0.151209384
866,chr3,93892,93892,1,0.152422085
386,chr14,325291,325291,1,0.152731296
1700,chr14,331568,331568,1,0.152885657
1627,chr12,309583,309583,1,0.15319877
1620,chr12,307235,307235,1,0.153286314
1506,chr11,265892,265892,1,0.15343336
1668,chr13,319774,319774,1,0.15369258
733,chr2,64083,64083,1,0.154041296
2504,chr7,180408,180408,1,0.154150544
1015,chr5,143893,143893,1,0.154731899
1351,chr1,21026,21026,1,0.155718056
144,chr10,243272,243272,1,0.156132857
1475,chr10,256115,256115,1,0.156271856
73,chr1,20022,20022,1,0.15639037
2091,chr20,434046,434046,1,0.157023911
2203,chr3,93801,93801,1,0.157519916
2219,chr3,99604,99604,1,0.158760172
1204,chr8,210738,210738,1,0.159283246
520,chr17,378236,378236,1,0.159639277
932,chr4,118268,118268,1,0.159687073
133,chr10,238204,238204,1,0.15975072
2515,chr7,183221,183221,1,0.159786079
481,chr16,367844,367844,1,0.159868259
2257,chr4,109097,109097,1,0.160289644
2262,chr4,109652,109652,1,0.160744193
2441,chr6,159849,159849,1,0.160898311
535,chr17,382615,382615,1,0.16123776
1853,chr17,382257,382257,1,0.161396998
852,chr3,88258,88258,1,0.161579891
1695,chr14,330942,330942,1,0.161722547
2211,chr3,97068,97068,1,0.162251961
15,chr1,1990,1990,1,0.162798444
1236,chr8,225020,225020,1,0.162937931
1905,chr18,405172,405172,1,0.163100583
2224,chr3,101087,101087,1,0.163277867
164,chr10,251154,251154,1,0.163634386
2006,chr2,48481,48481,1,0.163940671
711,chr2,54627,54627,1,0.164323526
329,chr12,304339,304339,1,0.164488861
2239,chr4,104809,104809,1,0.164539339
730,chr2,63710,63710,1,0.164607619
810,chr22,446321,446321,1,0.165134594
2062,chr2,69294,69294,1,0.165421858
953,chr5,122129,122129,1,0.165488919
26,chr1,4300,4300,1,0.165631819
694,chr2,48683,48683,1,0.165716193
1811,chr16,364659,364659,1,0.165806908
663,chr19,426279,426279,1,0.166405821
531,chr17,380760,380760,1,0.166518483
2461,chr6,163613,163613,1,0.167143488
418,chr15,340354,340354,1,0.168274009
1731,chr15,342868,342868,1,0.168678568
1837,chr17,377181,377181,1,0.168959248
1230,chr8,223372,223372,1,0.169030698
2152,chr22,452678,452678,1,0.169117267
237,chr11,270582,270582,1,0.169317961
1130,chr7,187055,187055,1,0.169996859
1869,chr17,387927,387927,1,0.170777445
1622,chr12,307281,307281,1,0.170898155
858,chr3,90368,90368,1,0.171176883
646,chr19,422138,422138,1,0.171239311
251,chr11,277304,277304,1,0.171309785
2251,chr4,107734,107734,1,0.171668011
1541,chr11,280996,280996,1,0.171693616
1555,chr11,286780,286780,1,0.171927719
499,chr16,372298,372298,1,0.172120366
1496,chr10,260529,260529,1,0.174154377
1324,chr1,7934,7934,1,0.174409939
1099,chr6,175144,175144,1,0.174468953
1759,chr15,352520,352520,1,0.174503824
1315,chr1,4763,4763,1,0.17469574
40,chr1,10128,10128,1,0.174953984
660,chr19,425974,425974,1,0.175693115
879,chr3,100100,100100,1,0.175754323
1160,chr7,196664,196664,1,0.176251303
1530,chr11,275502,275502,1,0.176294222
2695,chrX,454023,454023,1,0.176548077
1927,chr19,411633,411633,1,0.17662855
2664,chr9,231979,231979,1,0.177119922
2249,chr4,107155,107155,1,0.177223805
543,chr17,384497,384497,1,0.177301839
916,chr4,111187,111187,1,0.177367193
1209,chr8,212360,212360,1,0.178041458
1595,chr12,295212,295212,1,0.178075354
710,chr2,54061,54061,1,0.178370908
1954,chr19,421656,421656,1,0.178602085
1758,chr15,352507,352507,1,0.180572206
992,chr5,136006,136006,1,0.180734614
1014,chr5,143776,143776,1,0.181250128
1978,chr19,428710,428710,1,0.1816998
2025,chr2,57544,57544,1,0.182924938
1373,chr1,29113,29113,1,0.183143678
721,chr2,60176,60176,1,0.183189279
1296,chrX,462362,462362,1,0.183543847
1587,chr12,291526,291526,1,0.183734299
1048,chr6,155786,155786,1,0.185019913
373,chr13,321580,321580,1,0.185034545
2077,chr2,76123,76123,1,0.185202075
1420,chr10,239323,239323,1,0.185324003
145,chr10,243615,243615,1,0.185640286
626,chr19,414948,414948,1,0.186636198
1294,chrX,460901,460901,1,0.186912731
426,chr15,343504,343504,1,0.187737212
1415,chr10,238602,238602,1,0.187928396
525,chr17,379598,379598,1,0.188573641
2294,chr5,122065,122065,1,0.188812621
1553,chr11,284883,284883,1,0.189511515
71,chr1,19418,19418,1,0.190102137
2312,chr5,125820,125820,1,0.190774939
265,chr11,281644,281644,1,0.192293192
294,chr12,290204,290204,1,0.193130353
2155,chr22,453205,453205,1,0.193690737
278,chr11,286697,286697,1,0.193721463
142,chr10,241714,241714,1,0.19386168
1201,chr8,210501,210501,1,0.196305128
1059,chr6,159776,159776,1,0.196598731
735,chr2,65079,65079,1,0.196746996
2137,chr22,450182,450182,1,0.198752476
2242,chr4,105808,105808,1,0.199488437
1677,chr14,324633,324633,1,0.199711566
1013,chr5,143573,143573,1,0.200891346
96,chr1,28514,28514,1,0.201006447
173,chr10,255297,255297,1,0.20148782
2216,chr3,99128,99128,1,0.201932859
2415,chr6,155799,155799,1,0.202374972
726,chr2,61792,61792,1,0.203066551
2163,chr3,79706,79706,1,0.203155314
1737,chr15,345241,345241,1,0.204108308
1042,chr6,152787,152787,1,0.204538715
591,chr17,400379,400379,1,0.204848414
1942,chr19,418291,418291,1,0.205071055
2250,chr4,107246,107246,1,0.205161038
153,chr10,245819,245819,1,0.206058676
1557,chr11,287129,287129,1,0.206092328
1655,chr13,316723,316723,1,0.206303021
1179,chr7,207700,207700,1,0.207842002
1005,chr5,140865,140865,1,0.208044403
2424,chr6,157817,157817,1,0.208196082
967,chr5,124131,124131,1,0.209384398
804,chr21,444871,444871,1,0.209476576
918,chr4,111196,111196,1,0.210340317
563,chr17,389241,389241,1,0.21080267
2487,chr6,175929,175929,1,0.211540337
2128,chr21,444649,444649,1,0.211683481
1219,chr8,217203,217203,1,0.211778098
280,chr11,287148,287148,1,0.211829064
208,chr11,262327,262327,1,0.212703291
2243,chr4,106119,106119,1,0.212883989
1888,chr17,396273,396273,1,0.213110289
2602,chr8,211431,211431,1,0.213179544
1229,chr8,223298,223298,1,0.213713835
444,chr16,354412,354412,1,0.213789918
896,chr4,105388,105388,1,0.214125222
2595,chr8,209983,209983,1,0.214233982
2666,chr9,232287,232287,1,0.214263001
1085,chr6,167563,167563,1,0.214351033
1471,chr10,252607,252607,1,0.21438054
792,chr20,440913,440913,1,0.2153289
1721,chr15,340181,340181,1,0.215548127
1634,chr12,311180,311180,1,0.215889039
572,chr17,394992,394992,1,0.216322129
1075,chr6,162177,162177,1,0.216796187
1145,chr7,191590,191590,1,0.217366325
2080,chr2,77121,77121,1,0.218107162
121,chr1,40870,40870,1,0.218522451
333,chr12,308721,308721,1,0.2192033
192,chr10,260066,260066,1,0.219554698
2344,chr5,135634,135634,1,0.220383811
952,chr5,122117,122117,1,0.220760814
966,chr5,124081,124081,1,0.221151229
2518,chr7,183599,183599,1,0.221700151
2159,chr3,78482,78482,1,0.222547555
485,chr16,369561,369561,1,0.223263275
1521,chr11,270209,270209,1,0.224288206
2563,chr7,202172,202172,1,0.224567422
120,chr1,40065,40065,1,0.224821765
420,chr15,340412,340412,1,0.224860538
1087,chr6,167829,167829,1,0.224915406
757,chr2,75885,75885,1,0.225547971
1144,chr7,190558,190558,1,0.22575086
635,chr19,418015,418015,1,0.226024224
912,chr4,110415,110415,1,0.22617761
1269,chr9,235972,235972,1,0.226177854
2063,chr2,69501,69501,1,0.226285882
1800,chr16,361402,361402,1,0.227028183
1565,chr11,287992,287992,1,0.227109631
429,chr15,344533,344533,1,0.228060917
693,chr2,48680,48680,1,0.228452064
150,chr10,245041,245041,1,0.229553566
1780,chr16,357835,357835,1,0.229943981
1644,chr13,314546,314546,1,0.229967148
2358,chr5,137926,137926,1,0.230317326
141,chr10,240771,240771,1,0.231043045
1923,chr19,409618,409618,1,0.231504666
2468,chr6,167684,167684,1,0.231937756
2218,chr3,99454,99454,1,0.23201701
1621,chr12,307279,307279,1,0.232139913
1483,chr10,258131,258131,1,0.232343778
2055,chr2,66094,66094,1,0.232407425
2258,chr4,109193,109193,1,0.23254496
2492,chr6,177965,177965,1,0.232944154
781,chr20,435375,435375,1,0.234620427
100,chr1,29358,29358,1,0.234954511
1739,chr15,345949,345949,1,0.235123748
813,chr22,448261,448261,1,0.236147215
2431,chr6,159806,159806,1,0.236250611
614,chr19,410450,410450,1,0.23672345
2459,chr6,163316,163316,1,0.237629378
282,chr11,287439,287439,1,0.238074173
595,chr18,401070,401070,1,0.238134406
338,chr12,309836,309836,1,0.238494339
903,chr4,107992,107992,1,0.238843786
759,chr2,76513,76513,1,0.239015462
288,chr12,289175,289175,1,0.239431482
235,chr11,269263,269263,1,0.239506346
806,chr22,445697,445697,1,0.240038929
221,chr11,263752,263752,1,0.240924374
448,chr16,355080,355080,1,0.241140431
2582,chr7,207248,207248,1,0.241313082
215,chr11,263222,263222,1,0.242054895
476,chr16,365527,365527,1,0.242885472
2040,chr2,63247,63247,1,0.243105919
826,chr22,453404,453404,1,0.243251745
1719,chr15,338824,338824,1,0.244047207
682,chr2,45297,45297,1,0.244696598
1947,chr19,420161,420161,1,0.244959476
1456,chr10,247270,247270,1,0.245072382
199,chr10,261067,261067,1,0.245367936
209,chr11,262334,262334,1,0.246667206
1274,chr9,236926,236926,1,0.24716882
2633,chr8,223948,223948,1,0.247433649
652,chr19,424487,424487,1,0.247445598
1316,chr1,5398,5398,1,0.247491199
425,chr15,342713,342713,1,0.247580207
803,chr21,444612,444612,1,0.247593619
303,chr12,291841,291841,1,0.247601179
260,chr11,280088,280088,1,0.247919656
2192,chr3,89906,89906,1,0.248127178
1822,chr16,371361,371361,1,0.248664395
1852,chr17,382252,382252,1,0.249574957
367,chr13,319238,319238,1,0.251285858
898,chr4,105476,105476,1,0.251342189
1477,chr10,256637,256637,1,0.251884283
1738,chr15,345443,345443,1,0.252047423
1820,chr16,370626,370626,1,0.25215277
1435,chr10,241607,241607,1,0.252488317
1255,chr8,227947,227947,1,0.252576105
521,chr17,378286,378286,1,0.25298359
1526,chr11,273491,273491,1,0.253112347
1919,chr19,407883,407883,1,0.253752959
126,chr1,42030,42030,1,0.254235064
2699,chrX,455518,455518,1,0.254635722
512,chr17,376664,376664,1,0.255176353
2125,chr21,443675,443675,1,0.255197812
2614,chr8,217223,217223,1,0.255222198
2669,chr9,233023,233023,1,0.255298037
319,chr12,299792,299792,1,0.255554087
575,chr17,395510,395510,1,0.255666749
409,chr14,338040,338040,1,0.256864575
873,chr3,98985,98985,1,0.257395939
1500,chr10,261065,261065,1,0.25744154
107,chr1,35842,35842,1,0.258479883
2709,chrX,457651,457651,1,0.259146832
1562,chr11,287628,287628,1,0.259755255
837,chr3,81439,81439,1,0.259755743
697,chr2,49962,49962,1,0.260234434
1561,chr11,287382,287382,1,0.260345389
455,chr16,357859,357859,1,0.260488777
2169,chr3,82232,82232,1,0.260594611
1937,chr19,416835,416835,1,0.260888459
1348,chr1,16894,16894,1,0.261042576
311,chr12,294257,294257,1,0.261345691
158,chr10,249229,249229,1,0.262700316
657,chr19,425443,425443,1,0.262816148
1999,chr2,46518,46518,1,0.262950026
869,chr3,98370,98370,1,0.263029279
405,chr14,336545,336545,1,0.263527967
990,chr5,134558,134558,1,0.263821083
2528,chr7,188330,188330,1,0.263832544
222,chr11,264319,264319,1,0.263955204
2638,chr8,224373,224373,1,0.26415029
2648,chr9,228739,228739,1,0.264182967
1933,chr19,414640,414640,1,0.264523879
2375,chr6,145965,145965,1,0.264574845
1573,chr12,288767,288767,1,0.264597036
2151,chr22,452670,452670,1,0.264794804
794,chr21,442078,442078,1,0.265183756
1531,chr11,275891,275891,1,0.265504672
1345,chr1,15213,15213,1,0.266990736
1556,chr11,287110,287110,1,0.267830336
1961,chr19,424560,424560,1,0.267964457
2529,chr7,188672,188672,1,0.26812711
2337,chr5,132861,132861,1,0.268237333
380,chr13,323396,323396,1,0.269609517
1685,chr14,327991,327991,1,0.269886294
965,chr5,124068,124068,1,0.270291097
1120,chr7,182569,182569,1,0.270850993
2691,chr9,237833,237833,1,0.271341389
2482,chr6,172262,172262,1,0.271886653
1247,chr8,227369,227369,1,0.272134412
1352,chr1,21241,21241,1,0.272255853
2702,chrX,455787,455787,1,0.272651877
961,chr5,123744,123744,1,0.273303219
408,chr14,337470,337470,1,0.273322727
1948,chr19,420731,420731,1,0.273796297
2083,chr2,78055,78055,1,0.274315469
2376,chr6,146193,146193,1,0.274316201
2346,chr5,136022,136022,1,0.274805622
1169,chr7,206153,206153,1,0.275956627
1871,chr17,388424,388424,1,0.276567488
1388,chr1,36352,36352,1,0.277037401
1434,chr10,241601,241601,1,0.277596321
239,chr11,271591,271591,1,0.277628754
277,chr11,285960,285960,1,0.279198462
1226,chr8,220993,220993,1,0.280901071
1925,chr19,411072,411072,1,0.280969351
2322,chr5,130191,130191,1,0.281340745
1792,chr16,360044,360044,1,0.281444628
2285,chr4,120341,120341,1,0.281779444
2119,chr21,442067,442067,1,0.281791393
1708,chr14,335156,335156,1,0.282097677
2156,chr22,453248,453248,1,0.283642024
1502,chr11,263405,263405,1,0.283703963
709,chr2,53981,53981,1,0.285292936
2540,chr7,193472,193472,1,0.285373896
748,chr2,73735,73735,1,0.285378529
443,chr16,354022,354022,1,0.286314209
127,chr1,42415,42415,1,0.286520268
2580,chr7,206957,206957,1,0.286675361
148,chr10,244142,244142,1,0.286928728
1589,chr12,292161,292161,1,0.28745546
985,chr5,133823,133823,1,0.287605188
1666,chr13,319733,319733,1,0.288055592
404,chr14,336459,336459,1,0.288333589
603,chr18,404625,404625,1,0.288363827
699,chr2,50406,50406,1,0.28852843
363,chr13,317763,317763,1,0.289236591
1197,chr8,209519,209519,1,0.28926561
1095,chr6,171490,171490,1,0.289753812
2390,chr6,150030,150030,1,0.292842992
2316,chr5,126814,126814,1,0.293089775
151,chr10,245581,245581,1,0.293100261
1750,chr15,350352,350352,1,0.293428005
685,chr2,45413,45413,1,0.293625285
999,chr5,137300,137300,1,0.294046183
1520,chr11,269699,269699,1,0.294458301
2199,chr3,91859,91859,1,0.295879012
1151,chr7,192380,192380,1,0.296368433
1554,chr11,284885,284885,1,0.296577906
2269,chr4,113328,113328,1,0.296840784
118,chr1,39035,39035,1,0.297103906
2635,chr8,223958,223958,1,0.297317037
466,chr16,363721,363721,1,0.297551383
1949,chr19,420777,420777,1,0.297615761
125,chr1,41910,41910,1,0.297881565
1161,chr7,198171,198171,1,0.298380741
2391,chr6,150032,150032,1,0.298514131
2675,chr9,234537,234537,1,0.300178942
384,chr14,324209,324209,1,0.300252831
848,chr3,86801,86801,1,0.300498883
581,chr17,396961,396961,1,0.300795413
801,chr21,443377,443377,1,0.300855889
179,chr10,257483,257483,1,0.301899597
339,chr12,309977,309977,1,0.302397309
829,chr3,78538,78538,1,0.302786993
2012,chr2,50586,50586,1,0.302804551
1187,chr8,208494,208494,1,0.303333964
1613,chr12,303213,303213,1,0.303362252
156,chr10,248790,248790,1,0.303560507
2670,chr9,233377,233377,1,0.303775833
2066,chr2,70950,70950,1,0.304528376
1261,chr9,229910,229910,1,0.304704197
1969,chr19,426639,426639,1,0.305018284
541,chr17,384387,384387,1,0.305080956
1021,chr6,145126,145126,1,0.30614149
1606,chr12,300863,300863,1,0.30686355
1833,chr17,374824,374824,1,0.306958411
2035,chr2,60909,60909,1,0.306972067
2676,chr9,234539,234539,1,0.306992307
2099,chr20,435065,435065,1,0.307022301
165,chr10,251569,251569,1,0.307189343
460,chr16,361434,361434,1,0.307465633
1785,chr16,359601,359601,1,0.307759725
904,chr4,108046,108046,1,0.308186231
359,chr13,316519,316519,1,0.308505927
1037,chr6,152422,152422,1,0.30938113
2329,chr5,131304,131304,1,0.309942001
198,chr10,260913,260913,1,0.310170251
610,chr19,406671,406671,1,0.310342658
1507,chr11,266131,266131,1,0.311232492
870,chr3,98597,98597,1,0.311392706
2653,chr9,229676,229676,1,0.312522984
949,chr5,122052,122052,1,0.313525723
1168,chr7,205305,205305,1,0.31412488
1077,chr6,163641,163641,1,0.314173895
613,chr19,410109,410109,1,0.314634297
1438,chr10,242963,242963,1,0.314642101
779,chr20,434706,434706,1,0.314651611
1403,chr1,43195,43195,1,0.314942777
2625,chr8,221920,221920,1,0.315028126
1882,chr17,394985,394985,1,0.315238087
1872,chr17,388531,388531,1,0.315276617
1,chr1,2,2,1,0.315288566
1029,chr6,146429,146429,1,0.315758478
1935,chr19,416441,416441,1,0.316207907
1599,chr12,297310,297310,1,0.316803405
2379,chr6,147960,147960,1,0.317021657
2698,chrX,454759,454759,1,0.318542837
689,chr2,46718,46718,1,0.318710611
1898,chr17,400880,400880,1,0.319769438
47,chr1,11399,11399,1,0.320922882
475,chr16,365524,365524,1,0.321295007
762,chr2,76875,76875,1,0.322120707
2315,chr5,126610,126610,1,0.322825942
2420,chr6,156862,156862,1,0.323022003
1349,chr1,19833,19833,1,0.323097355
2290,chr4,121717,121717,1,0.323219039
1354,chr1,21786,21786,1,0.323770156
753,chr2,74461,74461,1,0.324464417
784,chr20,438019,438019,1,0.325062354
63,chr1,16434,16434,1,0.325110394
1962,chr19,424585,424585,1,0.325488372
2591,chr8,209841,209841,1,0.325563724
564,chr17,389278,389278,1,0.326717656
640,chr19,420588,420588,1,0.326937127
1605,chr12,300610,300610,1,0.326963463
624,chr19,413188,413188,1,0.327381678
402,chr14,335323,335323,1,0.32822079
559,chr17,388766,388766,1,0.32856536
802,chr21,443655,443655,1,0.331228766
617,chr19,410884,410884,1,0.331293144
1697,chr14,331020,331020,1,0.331599917
1331,chr1,9919,9919,1,0.332432688
2510,chr7,180692,180692,1,0.332527792
1917,chr19,407476,407476,1,0.332581929
2710,chrX,459089,459089,1,0.332666547
1931,chr19,412522,412522,1,0.333919728
2509,chr7,180672,180672,1,0.334180411
2307,chr5,124401,124401,1,0.334293317
2051,chr2,65522,65522,1,0.334304047
184,chr10,258547,258547,1,0.334389884
1177,chr7,207276,207276,1,0.335531135
796,chr21,442449,442449,1,0.337284955
1532,chr11,276861,276861,1,0.337571487
2707,chrX,457003,457003,1,0.338512287
262,chr11,280741,280741,1,0.340475824
1019,chr5,145022,145022,1,0.340663593
719,chr2,58623,58623,1,0.340937445
939,chr4,120423,120423,1,0.341219587
874,chr3,99126,99126,1,0.341998223
132,chr1,44843,44843,1,0.342136002
1073,chr6,160858,160858,1,0.342214524
946,chr4,121719,121719,1,0.343436247
1943,chr19,418415,418415,1,0.343628163
