"","chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"2694","chr11",67229020,67229020,-0.0494594689486803,0.0494594689486803,35244,277088,277088,1,1,0.158267978546909,1,0.25249322775179,1
"1595","chr3",149697815,149697815,0.0494364571393387,0.0494364571393387,130922,96345,96345,1,1,0.158641111665538,1,0.252768509215298,1
"399","chr11",9405806,9405806,0.049432084474183,0.049432084474183,30902,266196,266196,1,12,0.158712437269573,1,0.252818319244562,1
"2021","chr6",133563868,133563868,0.0494161299688467,0.0494161299688467,161405,173057,173057,1,10,0.158965908424409,1,0.253006948941183,1
"1985","chr6",36817048,36817048,0.0494036392479091,0.0494036392479091,157090,163671,163671,1,1,0.159155717056634,1,0.25314252653563,1
"1967","chr6",32116893,32116893,0.0493994643001709,0.0493994643001709,156241,158972,158972,1,54,0.159221737450452,1,0.253191747097092,1
"1528","chr3",33701209,33701209,0.0493489482806605,0.0493489482806605,124306,82061,82061,1,1,0.160014866377965,1,0.253787993778757,1
"1788","chr5",65018933,65018933,0.0493304102693523,0.0493304102693523,145739,129228,129228,1,17,0.160309010811134,1,0.254006096865475,1
"2946","chr15",86058755,86058755,-0.0493058321856922,0.0493058321856922,66951,350000,350000,1,1,0.16070837524695,1,0.254298472895239,1
"3118","chr19",17000585,17000585,-0.049279399636028,0.049279399636028,92970,416441,416441,1,5,0.161125423716824,1,0.254609711894664,1
"1336","chr2",175548447,175548447,0.0492518900835816,0.0492518900835816,108855,67321,67321,1,10,0.161551608937629,1,0.254920361426288,1
"3889","chr8",98640309,98640309,-0.0492351463193657,0.0492351463193657,182219,221037,221037,1,1,0.161833669280858,1,0.255126675156968,1
"647","chr13",58203798,58203798,0.0492156323205273,0.0492156323205273,52781,317655,317655,1,9,0.162149624022699,1,0.255367472754061,1
"3060","chr17",57917589,57917589,-0.049179963340373,0.049179963340373,83670,391644,391644,1,7,0.162725534065197,1,0.255795131644371,1
"1180","chr19",49249123,49249123,0.0491290252632706,0.0491290252632706,96415,425919,425919,1,1,0.163580262378013,1,0.256431756870468,1
"1405","chr20",29611924,29611924,0.0491284487591184,0.0491284487591184,114821,434399,434399,1,9,0.163589693862844,1,0.256437946282389,1
"1364","chr2",232395273,232395273,0.0490981864536203,0.0490981864536203,111975,74051,74051,1,12,0.164084257348674,1,0.256809605731513,1
"2325","chr9",140221397,140221397,0.0490221459226797,0.0490221459226797,191045,237530,237530,1,1,0.165340413234613,1,0.257746564802701,1
"1504","chr22",50098317,50098317,0.0490057428891351,0.0490057428891351,122104,452723,452723,1,3,0.165619820972734,1,0.257950815396074,1
"1486","chr22",37493737,37493737,0.0489856537403093,0.0489856537403093,120707,449311,449311,1,3,0.165972617452196,1,0.258214012769641,1
"3117","chr19",16655751,16655751,-0.0489736317332548,0.0489736317332548,92937,416355,416355,1,1,0.166175099642164,1,0.258364032325235,1
"1833","chr5",140174841,140174841,0.0489618926913906,0.0489618926913906,149463,137200,137200,1,6,0.16635901359637,1,0.258500494121385,1
"3020","chr17",9129824,9129824,-0.0489535106909379,0.0489535106909379,78570,378947,378947,1,5,0.166494885924717,1,0.25859922997821,1
"3001","chr16",83986941,83986941,-0.0489462890905863,0.0489462890905863,75045,369318,369318,1,6,0.166608653210492,1,0.258683523873888,1
"142","chr1",150135546,150135546,0.0489331618482292,0.0489331618482292,11804,28123,28123,1,1,0.166835893048141,1,0.258850343261838,1
"3545","chr5",93019462,93019462,-0.0489099544703243,0.0489099544703243,147056,132031,132031,1,1,0.167223762861819,1,0.259144192961106,1
"1537","chr3",46449313,46449313,0.0489079086098251,0.0489079086098251,125168,84023,84023,1,13,0.167259130929936,1,0.259171603213896,1
"2691","chr11",66532827,66532827,-0.0488898627985907,0.0488898627985907,35095,276623,276623,1,1,0.167549443822392,1,0.259395600978634,1
"504","chr12",214000,214000,0.0488738932333527,0.0488738932333527,40468,288753,288753,1,4,0.167812641195959,1,0.259593662160087,1
"2625","chr10",102111107,102111107,-0.0488643319102363,0.0488643319102363,25973,252409,252409,1,1,0.167969439631276,1,0.259710966252674,1
"771","chr15",51369926,51369926,0.0488546240677516,0.0488546240677516,63859,343443,343443,1,3,0.168145690504057,1,0.25984949118613,1
"2889","chr14",86687661,86687661,-0.0488449359657748,0.0488449359657748,59164,332505,332505,1,1,0.168298067930859,1,0.259965911077014,1
"1525","chr3",27762352,27762352,0.0488428543546546,0.0488428543546546,123984,81440,81440,1,15,0.168331078127768,1,0.259991847660299,1
"2730","chr12",1973367,1973367,-0.048811571886641,0.048811571886641,40676,289211,289211,1,8,0.168872504303852,1,0.260405064589461,1
"2888","chr14",81998796,81998796,-0.048727771715877,0.048727771715877,59087,332376,332376,1,1,0.170301668989661,1,0.261466401366858,1
"2940","chr15",70779346,70779346,-0.0487077090616475,0.0487077090616475,65464,346751,346751,1,1,0.170657707542034,1,0.261735788152346,1
"2441","chr1",120217696,120217696,-0.0486902998704044,0.0486902998704044,11257,26857,26857,1,1,0.170958925588827,1,0.26196155432049,1
"893","chr16",88237832,88237832,0.0486883109362804,0.0486883109362804,76103,371916,371916,1,2,0.170990756850132,1,0.261984838298666,1
"2079","chr7",2143886,2143886,0.0486789253198576,0.0486789253198576,165278,182556,182556,1,6,0.171154923632973,1,0.262106268665866,1
"2011","chr6",91003200,91003200,0.0486745672628316,0.0486745672628316,159678,169266,169266,1,1,0.171224480833602,1,0.262160499703645,1
"422","chr11",57414457,57414457,0.0486344655016899,0.0486344655016899,33578,272124,272124,1,5,0.171912095024568,1,0.262671568287929,1
"1793","chr5",76116535,76116535,0.0486323039773446,0.0486323039773446,146335,130477,130477,1,17,0.171953947238505,1,0.262704283750937,1
"1352","chr2",220312854,220312854,0.0485762211118521,0.0485762211118521,111297,72650,72650,1,8,0.172949558355986,1,0.263445539511879,1
"259","chr10",4868690,4868690,0.0485693678310724,0.0485693678310724,20025,239687,239687,1,11,0.1730751149978,1,0.263540443827992,1
"1453","chr21",43809848,43809848,0.0485608695321765,0.0485608695321765,118285,443585,443585,1,4,0.17324193438575,1,0.263663937332499,1
"1285","chr2",97505464,97505464,0.0485396186484779,0.0485396186484779,104567,58702,58702,1,6,0.173616541173884,1,0.263942460868917,1
"907","chr17",263096,263096,0.0485255239842442,0.0485255239842442,76977,374272,374272,1,2,0.173854391431968,1,0.264114880200985,1
"2478","chr1",182362230,182362230,-0.0485020809849538,0.0485020809849538,14666,35141,35141,1,2,0.174265250489921,1,0.264428477071618,1
"2445","chr1",146990815,146990815,-0.0484991078830866,0.0484991078830866,11556,27525,27525,1,1,0.174317418390393,1,0.264470329285556,1
"1473","chr22",21695329,21695329,0.0484740792009516,0.0484740792009516,119648,446642,446642,1,1,0.174748908821415,1,0.26479306290712,1
"572","chr12",107296891,107296891,0.0484226487896619,0.0484226487896619,47163,304072,304072,1,8,0.175647257751575,1,0.265474782420066,1
"392","chr11",3073488,3073488,0.0484171810395927,0.0484171810395927,30209,264599,264599,1,4,0.175751298818618,1,0.265544929088497,1
"2927","chr15",58902656,58902656,-0.0484102508398428,0.0484102508398428,64264,344301,344301,1,1,0.175871844984115,1,0.2656368860656,1
"1759","chr5",1867978,1867978,0.0484033263737356,0.0484033263737356,143188,123819,123819,1,7,0.176000348964939,1,0.26573385351902,1
"3942","chr9",97648256,97648256,-0.0483990810054247,0.0483990810054247,187592,231855,231855,1,1,0.17607049563337,1,0.265786610887293,1
"341","chr10",111693923,111693923,0.0483839320030933,0.0483839320030933,26692,254342,254342,1,1,0.176338408749353,1,0.26598879834336,1
"2821","chr13",49019222,49019222,-0.0483406252755235,0.0483406252755235,52325,316718,316718,1,1,0.177106190561383,1,0.266577087209698,1
"2695","chr11",69830436,69830436,-0.0483396343191497,0.0483396343191497,35711,278393,278393,1,2,0.17712357986154,1,0.266589466033539,1
"1498","chr22",46287028,46287028,0.0483250587163103,0.0483250587163103,121718,451955,451955,1,1,0.177382945694395,1,0.266784579875982,1
"131","chr1",147059047,147059047,0.048314250518276,0.048314250518276,11563,27537,27537,1,1,0.177573343794422,1,0.266934009963774,1
"636","chr13",42613794,42613794,0.0483140471518778,0.0483140471518778,51901,315828,315828,1,2,0.177577470069036,1,0.266937546770586,1
"2861","chr14",35498490,35498490,-0.0483113840443945,0.0483113840443945,56326,326329,326329,1,1,0.177630227437309,1,0.266978809516722,1
"93","chr1",65428216,65428216,0.0482691517080542,0.0482691517080542,8657,20829,20829,1,2,0.178400956588349,1,0.267554424825319,1
"2638","chr10",128590997,128590997,-0.0482448963087858,0.0482448963087858,28051,257358,257358,1,1,0.178860446739963,1,0.267904568699672,1
"865","chr16",54969706,54969706,0.0482147183804013,0.0482147183804013,72949,364499,364499,1,1,0.179405114988958,1,0.26831041728131,1
"2317","chr9",127274614,127274614,0.0482106536373737,0.0482106536373737,188876,233921,233921,1,1,0.179482040537111,1,0.268366416722494,1
"1287","chr2",98206733,98206733,0.0482066355946559,0.0482066355946559,104607,58826,58826,1,8,0.179553366141146,1,0.268418879356867,1
"661","chr13",112997365,112997365,0.0481948410317902,0.0481948410317902,54757,321981,321981,1,13,0.179763216678638,1,0.268572730453174,1
"1585","chr3",129830295,129830295,0.0481818871787077,0.0481818871787077,129857,93901,93901,1,11,0.180003130074028,1,0.268749570793757,1
"1120","chr19",14529923,14529923,0.0481711982645066,0.0481711982645066,92623,415519,415519,1,12,0.180201485989382,1,0.26889929561545,1
"3443","chr4",2748026,2748026,-0.0481457607808338,0.0481457607808338,134559,104597,104597,1,2,0.18067423916654,1,0.269255628901724,1
"1412","chr20",36932385,36932385,0.0481169831074518,0.0481169831074518,115452,436202,436202,1,4,0.181182949879616,1,0.269637014569581,1
"24","chr1",8692312,8692312,0.0481089534011448,0.0481089534011448,2173,5881,5881,1,1,0.181332085233507,1,0.269749308185851,1
"3446","chr4",2963264,2963264,-0.0480864527425866,0.0480864527425866,134614,104757,104757,1,2,0.181767407205242,1,0.270069389202306,1
"3466","chr4",53578129,53578129,-0.0480520116317038,0.0480520116317038,137115,110454,110454,1,11,0.182409042907656,1,0.270550689662592,1
"3810","chr7",99612634,99612634,-0.0480110256263758,0.0480110256263758,171563,197101,197101,1,12,0.183168277436558,1,0.27112365236608,1
"3454","chr4",11531391,11531391,-0.0480096446517063,0.0480096446517063,135728,107546,107546,1,1,0.183191266680834,1,0.271141336400138,1
"1440","chr20",62572875,62572875,0.0479826202171672,0.0479826202171672,117242,441024,441024,1,6,0.183700861595613,1,0.27153362722233,1
"3700","chr6",74101601,74101601,-0.0479818316639758,0.0479818316639758,159073,167855,167855,1,1,0.183717956161869,1,0.271546595513973,1
"638","chr13",47229927,47229927,0.0479781202337152,0.0479781202337152,52250,316515,316515,1,1,0.18378515549129,1,0.271595226607633,1
"3782","chr7",44677772,44677772,-0.0478857235283178,0.0478857235283178,168463,190202,190202,1,1,0.185524674974822,1,0.272916813419588,1
"2897","chr14",94639515,94639515,-0.047872178679535,0.047872178679535,59800,333838,333838,1,10,0.185794356494211,1,0.273113400931536,1
"1297","chr2",112898400,112898400,0.04786366657865,0.04786366657865,105615,60850,60850,1,2,0.185955870671943,1,0.273232768161429,1
"2432","chr1",113500384,113500384,-0.0478580052697408,0.0478580052697408,10797,25803,25803,1,19,0.186070816893322,1,0.273321483065622,1
"751","chr15",30260459,30260459,0.0478571176622528,0.0478571176622528,62340,339979,339979,1,5,0.186091153532489,1,0.273336514494571,1
"3842","chr7",157192974,157192974,-0.0478458115813689,0.0478458115813689,175800,206710,206710,1,4,0.186303067207287,1,0.273498323406204,1
"1641","chr4",1107585,1107585,0.0478208873714717,0.0478208873714717,134126,103325,103325,1,8,0.186782893998068,1,0.273859961902696,1
"3226","chr2",162168615,162168615,-0.0477994418671201,0.0477994418671201,108119,65770,65770,1,1,0.1871869741763,1,0.274168548297013,1
"415","chr11",32449254,32449254,0.04776363493382,0.04776363493382,32187,269081,269081,1,16,0.187866041084137,1,0.27469258517294,1
"1019","chr17",74270190,74270190,0.0477324315676452,0.0477324315676452,85194,395298,395298,1,1,0.188470540315029,1,0.275161506809385,1
"2690","chr11",65778210,65778210,-0.0477083061821862,0.0477083061821862,34922,276022,276022,1,1,0.188945946097296,1,0.275527566314391,1
"2770","chr12",77623070,77623070,-0.0477034717287426,0.0477034717287426,45870,301467,301467,1,1,0.189034366267587,1,0.275595355111614,1
"1138","chr19",34311482,34311482,0.0476857662916365,0.0476857662916365,94039,419407,419407,1,7,0.189390110086059,1,0.275862089291993,1
"2534","chr1",248753499,248753499,-0.0476817708006035,0.0476817708006035,19263,44814,44814,1,1,0.189469393505421,1,0.275918972934881,1
"709","chr14",69261160,69261160,0.0476779519102052,0.0476779519102052,58020,330100,330100,1,27,0.189539540173852,1,0.275976151311669,1
"1998","chr6",64281639,64281639,0.0476772116692709,0.0476772116692709,158826,167307,167307,1,9,0.189556045272306,1,0.275989709071114,1
"1864","chr5",174151204,174151204,0.0476723320628039,0.0476723320628039,151826,142483,142483,1,14,0.189648886451112,1,0.276059561005644,1
"3706","chr6",91490663,91490663,-0.0476407261576434,0.0476407261576434,159704,169335,169335,1,1,0.190253680415905,1,0.276526419504782,1
"607","chr12",133022677,133022677,0.0476105940594323,0.0476105940594323,50066,311478,311478,1,6,0.190821043175274,1,0.276949952120478,1
"2843","chr13",114826738,114826738,-0.0476073565374124,0.0476073565374124,55259,323660,323660,1,12,0.190890010908102,1,0.277001825287049,1
"2563","chr10",17067842,17067842,-0.0475650607582539,0.0475650607582539,20870,241607,241607,1,1,0.191705539612089,1,0.277616050736673,1
"2058","chr6",169326603,169326603,0.0475637277602592,0.0475637277602592,164134,178960,178960,1,2,0.191730591993671,1,0.277633734770731,1
"3282","chr20",13798846,13798846,-0.0475445036336639,0.0475445036336639,114388,433179,433179,1,1,0.192116693403944,1,0.27791255304105,1
"2531","chr1",248100228,248100228,-0.0475423567608554,0.0475423567608554,19215,44736,44736,1,13,0.192160903489089,1,0.277945857971859,1
"3481","chr4",90227074,90227074,-0.0475045495466738,0.0475045495466738,138671,113683,113683,1,1,0.192900390846626,1,0.278509389190516,1
"2396","chr1",25257547,25257547,-0.0475033928945529,0.0475033928945529,4675,11291,11291,1,33,0.1929227906231,1,0.278526483756773,1
"1607","chr3",173114761,173114761,0.0474706929450735,0.0474706929450735,131992,98475,98475,1,26,0.193576510415454,1,0.279029005057928,1
"1807","chr5",100238260,100238260,0.0474417864943686,0.0474417864943686,147359,132608,132608,1,17,0.194158904603773,1,0.279473169046692,1
"49","chr1",28286034,28286034,0.0474268484402771,0.0474268484402771,5177,12653,12653,1,9,0.194468964667595,1,0.279705419360657,1
"3686","chr6",42055105,42055105,-0.0474190340876445,0.0474190340876445,157647,164812,164812,1,1,0.194629594643624,1,0.279829797066867,1
"1926","chr6",28601419,28601419,0.047415729956175,0.047415729956175,155432,151167,151167,1,14,0.194696204505243,1,0.279883733370745,1
"401","chr11",13302098,13302098,0.0474152229327531,0.0474152229327531,31270,266873,266873,1,1,0.194704457054471,1,0.279890217516566,1
"1365","chr2",232419317,232419317,0.0474020649296318,0.0474020649296318,111978,74062,74062,1,1,0.194975612243364,1,0.280092994440434,1
"522","chr12",9597637,9597637,0.047401169255364,0.047401169255364,41607,291526,291526,1,1,0.194994180479125,1,0.280108025869384,1
"1445","chr21",36258497,36258497,0.0473908331635114,0.0473908331635114,117848,442523,442523,1,2,0.195207567823428,1,0.280266003240304,1
"972","chr17",30882177,30882177,0.0473414008786638,0.0473414008786638,80464,383281,383281,1,1,0.196237957541224,1,0.281052353288096,1
"251","chr10",1405937,1405937,0.047341076604616,0.047341076604616,19648,238790,238790,1,3,0.196245325888748,1,0.281058837433917,1
"3473","chr4",75149859,75149859,-0.0473382983116307,0.0473382983116307,137855,111916,111916,1,1,0.196298083257022,1,0.281097742308845,1
"1217","chr19",57742345,57742345,0.047335546232958,0.047335546232958,98006,430356,430356,1,10,0.19635820897282,1,0.281140478724486,1
"2419","chr1",68299493,68299493,-0.0473167061127064,0.0473167061127064,8851,21241,21241,1,13,0.196742836713587,1,0.281440812569576,1
"1117","chr19",13106037,13106037,0.0473094441779975,0.0473094441779975,92391,414900,414900,1,2,0.196884014252153,1,0.281544558902717,1
"3860","chr8",22256438,22256438,-0.0472977932372972,0.0472977932372972,178422,212891,212891,1,1,0.19712599078485,1,0.28173053599423,1
"3379","chr3",113405689,113405689,-0.0472968639783043,0.0472968639783043,128502,91040,91040,1,1,0.197144853754512,1,0.281743799019774,1
"741","chr14",106366503,106366503,0.0472967972447403,0.0472967972447403,61575,338214,338214,1,2,0.197146327424017,1,0.281744388487576,1
"1984","chr6",36703127,36703127,0.0472887147974049,0.0472887147974049,157073,163643,163643,1,1,0.197299294318621,1,0.281857271571648,1
"458","chr11",77907656,77907656,0.047278978508277,0.047278978508277,36713,280761,280761,1,4,0.197502955444192,1,0.282012301603559,1
"2171","chr7",130419340,130419340,0.0472453312768984,0.0472453312768984,173573,201654,201654,1,23,0.198145475348309,1,0.282503328282577,1
"3724","chr6",138661029,138661029,-0.0472238197074312,0.0472238197074312,161764,173768,173768,1,2,0.198580207852242,1,0.28283519865507,1
"2641","chr10",132100019,132100019,-0.0472227275812102,0.0472227275812102,28401,258360,258360,1,3,0.198601428693112,1,0.282850524817921,1
"3136","chr19",46651087,46651087,-0.0471731838228529,0.0471731838228529,95932,424717,424717,1,6,0.199622976393878,1,0.283623611840168,1
"1010","chr17",65488100,65488100,0.0471595370162826,0.0471595370162826,84322,393171,393171,1,1,0.199888531638653,1,0.28382432562673,1
"3995","chrY",7569246,7569246,-0.047157668107008,0.047157668107008,195164,464566,464566,1,1,0.199929204916987,1,0.283853799016827,1
"3397","chr3",141208908,141208908,-0.0471216298919595,0.0471216298919595,130563,95471,95471,1,1,0.20067075541183,1,0.284412909226969,1
"134","chr1",148855262,148855262,0.0471124016395761,0.0471124016395761,11668,27767,27767,1,10,0.200863216649164,1,0.284560276177455,1
"2379","chr1",11123118,11123118,-0.0471121640119645,0.0471121640119645,2660,6918,6918,1,1,0.200870290262788,1,0.284566170855474,1
"17","chr1",6187920,6187920,0.0471113862008253,0.0471113862008253,1657,4763,4763,1,4,0.200888269030747,1,0.284581497018324,1
"694","chr14",45722987,45722987,0.0471109365109159,0.0471109365109159,56603,327098,327098,1,12,0.200896521579974,1,0.284587686430245,1
"48","chr1",27050491,27050491,0.0471011179491785,0.0471011179491785,4942,12018,12018,1,2,0.201108435254772,1,0.284754505818195,1
"1271","chr2",70521446,70521446,0.0470639502003489,0.0470639502003489,103179,55376,55376,1,11,0.201855880427635,1,0.285327763255584,1
"434","chr11",65647532,65647532,0.0470041721609082,0.0470041721609082,34887,275902,275902,1,6,0.203126183540821,1,0.286313648154332,1
"1426","chr20",56285728,56285728,0.0469933808316816,0.0469933808316816,116405,438854,438854,1,13,0.203357844386984,1,0.28649196216442,1
"2014","chr6",109341365,109341365,0.0469841860394157,0.0469841860394157,160322,170788,170788,1,1,0.203548831954814,1,0.286639623848806,1
"2684","chr11",62308492,62308492,-0.0469418293202787,0.0469418293202787,34132,273470,273470,1,3,0.20443686519844,1,0.287318985490545,1
"807","chr15",93653310,93653310,0.046906497848639,0.046906497848639,67626,351542,351542,1,7,0.205205236478272,1,0.287911105897596,1
"3576","chr5",141072866,141072866,-0.0469046245386962,0.0469046245386962,149700,138151,138151,1,2,0.205242667683695,1,0.287941758223297,1
"3874","chr8",67529475,67529475,-0.046868896772186,0.046868896772186,180937,218408,218408,1,1,0.206012512633032,1,0.288528868154031,1
"775","chr15",60288082,60288082,0.0468433875376334,0.0468433875376334,64364,344524,344524,1,9,0.206568380770263,1,0.28895623231044,1
"844","chr16",29165553,29165553,0.0468399019590466,0.0468399019590466,71666,361386,361386,1,5,0.206647664189625,1,0.289018421163545,1
"177","chr1",183623675,183623675,0.0468290600982881,0.0468290600982881,14792,35385,35385,1,1,0.206872546156066,1,0.289192314165118,1
"1938","chr6",29856430,29856430,0.0467650498683692,0.0467650498683692,155664,152730,152730,1,39,0.208255142885522,1,0.290244514191585,1
"3465","chr4",42342980,42342980,-0.0467544740806879,0.0467544740806879,136858,109846,109846,1,1,0.208490930006298,1,0.29042518607288,1
"2994","chr16",50780248,50780248,-0.0467472169371588,0.0467472169371588,72739,364033,364033,1,1,0.208647728441615,1,0.290549269045189,1
"2997","chr16",66170991,66170991,-0.0467427861283802,0.0467427861283802,73543,365808,365808,1,1,0.208747937967945,1,0.290625899859441,1
"860","chr16",53407678,53407678,0.0467400505222832,0.0467400505222832,72860,364265,364265,1,9,0.208813958361763,1,0.2906739414853,1
"3627","chr6",29895260,29895260,-0.0467143074315338,0.0467143074315338,155676,152787,152787,1,33,0.209375131709212,1,0.291101010907807,1
"1105","chr19",5585648,5585648,0.0467019251541472,0.0467019251541472,91100,411090,411090,1,1,0.209658370988045,1,0.291314987719912,1
"1803","chr5",88179539,88179539,0.0466930149256754,0.0466930149256754,146888,131684,131684,1,15,0.209854663766092,1,0.291467954614516,1
"1982","chr6",35016449,35016449,0.0466702761901331,0.0466702761901331,156834,163100,163100,1,1,0.210331837951764,1,0.291829593111008,1
"1400","chr20",24940490,24940490,0.0466149335779341,0.0466149335779341,114720,434149,434149,1,1,0.21156883613414,1,0.292777457336531,1
"28","chr1",10556294,10556294,0.0466025837334957,0.0466025837334957,2503,6602,6602,1,1,0.211842643928143,1,0.292988192075725,1
"684","chr14",24476559,24476559,0.0465796591633613,0.0465796591633613,55933,325294,325294,1,4,0.212356659851436,1,0.293385788108136,1
"2575","chr10",52176755,52176755,-0.046548977788062,0.046548977788062,22808,245676,245676,1,1,0.213041916171194,1,0.293916603863785,1
"2462","chr1",161475869,161475869,-0.0465211839882105,0.0465211839882105,13393,32412,32412,1,1,0.213663215234442,1,0.294390535976546,1
"2152","chr7",94284396,94284396,0.0465099076576353,0.0465099076576353,171110,195756,195756,1,91,0.213921402131692,1,0.294593312900414,1
"1436","chr20",62183924,62183924,0.0465036698677017,0.0465036698677017,117111,440687,440687,1,6,0.214064937541465,1,0.294702069709873,1
"818","chr16",711033,711033,0.0465025495047562,0.0465025495047562,68522,353664,353664,1,13,0.214090284656949,1,0.294721227413436,1
"2141","chr7",64343315,64343315,0.0464921868166108,0.0464921868166108,169493,192312,192312,1,2,0.214319587631904,1,0.294893057277702,1
"1020","chr17",75473610,75473610,0.046458709990951,0.046458709990951,85439,395942,395942,1,6,0.215076464289598,1,0.29548429348305,1
"1616","chr3",183543862,183543862,0.0464241788720592,0.0464241788720592,132462,99364,99364,1,6,0.215855151255964,1,0.296084371705428,1
"1201","chr19",53758521,53758521,0.0464197959335691,0.0464197959335691,97278,428335,428335,1,9,0.215955655516195,1,0.296161591987482,1
"3002","chr16",83987465,83987465,-0.0464128325925381,0.0464128325925381,75046,369319,369319,1,1,0.216112453951512,1,0.296277127676663,1
"2742","chr12",19535154,19535154,-0.0464121526557527,0.0464121526557527,42203,292720,292720,1,1,0.216126601178759,1,0.2962883275649,1
"1692","chr4",77994145,77994145,0.0463707139318414,0.0463707139318414,138061,112338,112338,1,1,0.217041455207373,1,0.296997457330636,1
"2031","chr6",143928643,143928643,0.0463581534415226,0.0463581534415226,162026,174249,174249,1,2,0.21733176809983,1,0.29721703408686,1
"1707","chr4",108852048,108852048,0.0463554999961322,0.0463554999961322,139197,114763,114763,1,13,0.217398377961449,1,0.29726566518052,1
"485","chr11",118781150,118781150,0.0463504945666802,0.0463504945666802,38764,285107,285107,1,11,0.217506545303106,1,0.297354969552514,1
"269","chr10",13275430,13275430,0.0463468162672294,0.0463468162672294,20589,240992,240992,1,1,0.217585239254665,1,0.297413032131006,1
"305","chr10",72141375,72141375,0.0463331856677221,0.0463331856677221,23629,247390,247390,1,15,0.21790826761013,1,0.297664734882435,1
"3432","chr3",195310936,195310936,-0.046307399031689,0.046307399031689,133446,101457,101457,1,3,0.21850923003421,1,0.298131298647672,1
"1284","chr2",89065319,89065319,0.0463030191606116,0.0463030191606116,104261,57978,57978,1,11,0.218607081689332,1,0.2982002663805,1
"799","chr15",89958944,89958944,0.0462993943872832,0.0462993943872832,67213,350569,350569,1,2,0.218678407293367,1,0.298256560555585,1
"3476","chr4",79358764,79358764,-0.0462984384717373,0.0462984384717373,138136,112482,112482,1,2,0.218698449198633,1,0.298271591984535,1
"2979","chr16",14622500,14622500,-0.0462911253852833,0.0462911253852833,70611,359239,359239,1,2,0.218864973852682,1,0.298400390699259,1
"2092","chr7",3020282,3020282,0.0462809049405877,0.0462809049405877,165544,183365,183365,1,2,0.219085729544509,1,0.298573104765228,1
"3513","chr5",957511,957511,-0.0462765474833029,0.0462765474833029,142845,122645,122645,1,4,0.219180928594523,1,0.298649146111679,1
"44","chr1",24655961,24655961,0.0462259786290743,0.0462259786290743,4591,11100,11100,1,1,0.220326264533697,1,0.299549558179146,1
"3238","chr2",181467187,181467187,-0.0462203404673761,0.0462203404673761,109200,68290,68290,1,1,0.220455652716223,1,0.299647115100367,1
"945","chr17",17023057,17023057,0.0462097220052069,0.0462097220052069,79149,380154,380154,1,1,0.220714134347375,1,0.299847828886929,1
"495","chr11",129150329,129150329,0.0461934564699013,0.0461934564699013,39886,287495,287495,1,3,0.221084025393094,1,0.300128710294554,1
"2278","chr8",143177785,143177785,0.0461559570790318,0.0461559570790318,184630,225738,225738,1,1,0.221956143006068,1,0.300800408854867,1
"532","chr12",32292997,32292997,0.0461404351437496,0.0461404351437496,42834,294019,294019,1,1,0.22230893948553,1,0.301072448245464,1
"3949","chr9",123655887,123655887,-0.0461266497838025,0.0461266497838025,188563,233424,233424,1,1,0.222634620446103,1,0.301324150996893,1
"3277","chr20",3137766,3137766,-0.0461244994625035,0.0461244994625035,114043,432204,432204,1,1,0.222689440951684,1,0.301365119009128,1
"1865","chr5",175560307,175560307,0.0461143164844306,0.0461143164844306,151931,142699,142699,1,3,0.222933185887787,1,0.301555517109156,1
"1976","chr6",32765117,32765117,0.0460873510842925,0.0460873510842925,156406,159959,159959,1,18,0.223549769208619,1,0.302032986028729,1
"3912","chr8",133824943,133824943,-0.0460503754896792,0.0460503754896792,183950,224328,224328,1,1,0.224447233937076,1,0.3027220738892,1
"1606","chr3",173113856,173113856,0.0460022265496624,0.0460022265496624,131992,98469,98469,1,26,0.225584906794825,1,0.303613349205736,1
"2527","chr1",243736307,243736307,-0.0459979744245272,0.0459979744245272,18788,43824,43824,1,1,0.225689832063571,1,0.303694106294602,1
"358","chr10",131761302,131761302,0.045959442447525,0.045959442447525,28363,258217,258217,1,14,0.226589654663236,1,0.304393509841607,1
"72","chr1",42358048,42358048,0.0459496561055131,0.0459496561055131,6740,16434,16434,1,1,0.226827504921319,1,0.304578013263615,1
"2809","chr13",32611483,32611483,-0.0459181410415796,0.0459181410415796,51391,314728,314728,1,1,0.227592044660439,1,0.305176028348686,1
"3067","chr17",64710687,64710687,-0.0459024630145946,0.0459024630145946,84259,393022,393022,1,1,0.227955746294237,1,0.305460446563123,1
"1906","chr6",26199562,26199562,0.0458939294212316,0.0458939294212316,155034,149644,149644,1,12,0.228160586355412,1,0.305619308135746,1
"1328","chr2",162274436,162274436,0.0458877087033297,0.0458877087033297,108123,65799,65799,1,26,0.228307658571997,1,0.305733075421521,1
"3378","chr3",111851265,111851265,-0.0458842447968156,0.0458842447968156,128373,90807,90807,1,1,0.228389299862566,1,0.305797032678032,1
"3608","chr6",16421273,16421273,-0.0458460457189361,0.0458460457189361,154436,148351,148351,1,1,0.229311816972605,1,0.30652473067953,1
"3037","chr17",38481877,38481877,-0.0458415899735054,0.0458415899735054,81303,385469,385469,1,1,0.229427352661786,1,0.306613740317623,1
"23","chr1",8491132,8491132,0.0458146424755412,0.0458146424755412,2147,5854,5854,1,1,0.23008696713216,1,0.307129819378223,1
